facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,google_maps_url
family_child_care_homes,15700366,"LIU, LING CHU","LIU, LING CHU","LIU, LING CHU",(650) 398-7038,Unavailable,FREMONT,CA,94536,ALAMEDA,52,14,CLOSED,2022-10-27,2024-12-18,5252025,UNAVAILABLE,"UNAVAILABLE, FREMONT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, LING CHU",2022.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20FREMONT%2C%20CA
family_child_care_homes,434416482,"LIU, QIANYI","LIU, QIANYI",QIANYI LIU,(650) 334-8640,Unavailable,SUNNYVALE,CA,94086,SANTA CLARA,7,14,LICENSED,2021-06-29,,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, QIANYI",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SUNNYVALE%2C%20CA
family_child_care_homes,434416270,"LIU, QING","LIU, QING","LIU, QING",(408) 679-3449,Unavailable,SAN JOSE,CA,95130,SANTA CLARA,7,14,LICENSED,2020-06-11,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, QING",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
family_child_care_homes,376101333,"LIU, SIQI FAMILY CHILD CARE","LIU, SIQI",SIQI LIU,(626) 863-9572,Unavailable,SAN DIEGO,CA,92129,SAN DIEGO,51,14,LICENSED,2022-12-21,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, SIQI",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20DIEGO%2C%20CA
family_child_care_homes,15700404,"LIU, XIAOHUA","LIU, XIAOHUA","LIU, XIAOHUA",(510) 703-1271,Unavailable,HAYWARD,CA,94542,ALAMEDA,52,14,LICENSED,2022-10-31,,5252025,UNAVAILABLE,"UNAVAILABLE, HAYWARD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, XIAOHUA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20HAYWARD%2C%20CA
family_child_care_homes,384004430,"LIU, YAN LI","LIU, YAN LI","LIU, YAN LI",(415) 828-8979,Unavailable,SAN FRANCISCO,CA,94158,SAN FRANCISCO,5,14,LICENSED,2021-06-23,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, YAN LI",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,384004332,"LIU,LI XING","LIU, LI XING","LIU,LI XING",(415) 802-6130,Unavailable,SAN FRANCISCO,CA,94134,SAN FRANCISCO,5,14,LICENSED,2020-12-02,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIU, LI XING",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,493009967,"LIZARDI, BETZAIRA FCCH","LIZARDI, BETZAIRA","LIZARDI, BETZAIRA",(707) 623-3105,Unavailable,SANTA ROSA,CA,95403,SONOMA,1,14,LICENSED,2020-08-24,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA ROSA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LIZARDI, BETZAIRA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20ROSA%2C%20CA
family_child_care_homes,15700221,"LI, FENG JUAN","LI, FENG JUAN","LI, FENG JUAN",(415) 601-7354,Unavailable,FREMONT,CA,94538,ALAMEDA,52,14,LICENSED,2021-07-16,,5252025,UNAVAILABLE,"UNAVAILABLE, FREMONT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, FENG JUAN",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20FREMONT%2C%20CA
family_child_care_homes,434416485,"LI, GAO LAN","LI, GAO LAN",GAO LAN LI,(650) 505-6292,Unavailable,SUNNYVALE,CA,94085,SANTA CLARA,7,14,CLOSED,2021-07-14,2023-06-27,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,"LI, GAO LAN",2021.0,2023.0,https://www.google.com/maps/search/Unavailable%2C%20SUNNYVALE%2C%20CA
family_child_care_homes,384004511,"LI, JIN ZHU","LI, JIN ZHU","LI, JIN ZHU",(415) 298-7005,Unavailable,SAN FRANCISCO,CA,94116,SAN FRANCISCO,5,14,LICENSED,2021-12-17,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, JIN ZHU",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,434416672,"LI, LING","LI, LING",LING LI,(650) 996-4181,Unavailable,SAN JOSE,CA,95129,SANTA CLARA,7,14,LICENSED,2020-05-29,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, LING",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
family_child_care_homes,343623794,"LI, MEIQING","LI, MEIQING","LI, MEIQING",(916) 693-0855,Unavailable,FOLSOM,CA,95630,SACRAMENTO,3,14,LICENSED,2020-12-18,,5252025,UNAVAILABLE,"UNAVAILABLE, FOLSOM",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, MEIQING",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20FOLSOM%2C%20CA
family_child_care_homes,313623424,"LI, MIAOMIAO & WANG, JIA","LI, MIAOMIAO & WANG, JIA","LI, MIAOMIAO & WANG, JIA",(707) 508-5160,Unavailable,GRANITE BAY,CA,95746,PLACER,3,14,LICENSED,2020-01-17,,5252025,UNAVAILABLE,"UNAVAILABLE, GRANITE BAY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, MIAOMIAO & WANG, JIA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20GRANITE%20BAY%2C%20CA
family_child_care_homes,384004254,"LI, SHUNA","LI, SHUNA","LI,SHUNA",(415) 988-5799,Unavailable,SAN FRANCISCO,CA,94158,SAN FRANCISCO,5,14,LICENSED,2020-03-06,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, SHUNA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,384004483,"LI, SUSANNA YANNA","LI, SUSANNA YANNA","LI, SUSANNA YANNA",(408) 218-0633,Unavailable,SAN FRANCISCO,CA,94112,SAN FRANCISCO,5,14,LICENSED,2021-10-22,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LI, SUSANNA YANNA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20FRANCISCO%2C%20CA
family_child_care_homes,434416311,"LI, TINGXIU","LI, TINGXIU","LI, TINGXIU",(408) 809-6806,Unavailable,SAN JOSE,CA,95132,SANTA CLARA,7,14,CLOSED,2021-04-07,2022-05-20,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,"LI, TINGXIU",2021.0,2022.0,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
family_child_care_homes,334846044,LOCICERO FAMILY CHILD CARE,"LOCICERO,SHELLI",SHELLI LOCICERO,(760) 833-1246,Unavailable,CATHEDRAL CITY,CA,92234,RIVERSIDE,9,14,LICENSED,2021-08-05,,5252025,UNAVAILABLE,"UNAVAILABLE, CATHEDRAL CITY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOCICERO,SHELLI",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20CATHEDRAL%20CITY%2C%20CA
family_child_care_homes,198020826,LOEB FAMILY CHILD CARE,SARAH ANN LOEB,SARAH ANN LOEB,(773) 718-9111,Unavailable,GLENDALE,CA,91201,LOS ANGELES,33,14,LICENSED,2021-08-23,,5252025,UNAVAILABLE,"UNAVAILABLE, GLENDALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SARAH ANN LOEB,2021.0,,https://www.google.com/maps/search/Unavailable%2C%20GLENDALE%2C%20CA
family_child_care_homes,434415961,"LOERA GAETA, JULIA","LOERA GAETA, JULIA",JULIE LOERA GAETA,(408) 425-4411,Unavailable,GILROY,CA,95020,SANTA CLARA,7,14,LICENSED,2021-08-06,,5252025,UNAVAILABLE,"UNAVAILABLE, GILROY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOERA GAETA, JULIA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20GILROY%2C%20CA
family_child_care_homes,406216132,LOEZA FAMILY CHILD CARE,"LOEZA, MARIA",MARIA LOEZA,(805) 235-4178,Unavailable,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,17,14,LICENSED,2021-06-19,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN LUIS OBISPO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOEZA, MARIA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20LUIS%20OBISPO%2C%20CA
family_child_care_homes,414004947,"LOI, ANGELLA","LOI, ANGELLA","LOI, ANGELLA",(650) 307-7498,Unavailable,SAN MATEO,CA,94403,SAN MATEO,5,14,LICENSED,2022-11-21,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN MATEO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOI, ANGELLA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20MATEO%2C%20CA
family_child_care_homes,406216020,LOMELI FCC AKA CHUBBY BUNNY DAYCARE,"LOMELI, SAMANTHA",SAMANTHA LOMELI,(805) 434-8703,Unavailable,PASO ROBLES,CA,93446,SAN LUIS OBISPO,17,14,CLOSED,2020-09-15,2024-06-03,5252025,UNAVAILABLE,"UNAVAILABLE, PASO ROBLES",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOMELI, SAMANTHA",2020.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20PASO%20ROBLES%2C%20CA
family_child_care_homes,105620220,"LOMELI, DIANE FAMILY CHILD CARE","LOMELI, DIANE","LOMELI, DIANE",(562) 889-8392,Unavailable,ORANGE COVE,CA,93646,FRESNO,57,14,CLOSED,2023-06-27,2025-03-05,5252025,UNAVAILABLE,"UNAVAILABLE, ORANGE COVE",4,DUPLICATE_ADDRESS; SHORT_LIVED; ,"LOMELI, DIANE",2023.0,2025.0,https://www.google.com/maps/search/Unavailable%2C%20ORANGE%20COVE%2C%20CA
family_child_care_homes,214005609,"LONCHAR, MAYA","LONCHAR, MAYA","LONCHAR, MAYA",(415) 534-5314,Unavailable,SAN RAFAEL,CA,94901,MARIN,5,14,LICENSED,2022-01-05,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN RAFAEL",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LONCHAR, MAYA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20RAFAEL%2C%20CA
family_child_care_homes,394500283,"LOPES, SHANNON","LOPES, SHANNON","LOPES, SHANNON",(510) 282-1208,Unavailable,STOCKTON,CA,95209,SAN JOAQUIN,53,14,LICENSED,2020-08-17,,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPES, SHANNON",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20STOCKTON%2C%20CA
family_child_care_homes,376101064,"LOPEZ-SILVERIO, MARGARITA FAMILY CHILD CARE","LOPEZ-SILVERIO, MARGARITA",MARGARITA LOPEZ-SILVERIO,(858) 220-9136,Unavailable,EL CAJON,CA,92021,SAN DIEGO,51,14,LICENSED,2022-05-18,,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ-SILVERIO, MARGARITA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20EL%20CAJON%2C%20CA
family_child_care_homes,163911525,"LOPEZ-ZARATE, LUZ FAMILY CHILD CARE","LOPEZ-ZARATE, LUZ","LOPEZ-ZARATE, LUZ",(559) 309-0138,Unavailable,HANFORD,CA,93230,KINGS,57,14,LICENSED,2021-07-19,,5252025,UNAVAILABLE,"UNAVAILABLE, HANFORD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ-ZARATE, LUZ",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20HANFORD%2C%20CA
family_child_care_homes,334846262,LOPEZ CHAVEZ FAMILY CHILD CARE,"LOPEZ CHAVEZ, ROSA",ROSA LOPEZ CHAVEZ,(760) 261-0407,Unavailable,CATHEDRAL CITY,CA,92234,RIVERSIDE,9,14,CLOSED,2022-08-05,2024-09-09,5252025,UNAVAILABLE,"UNAVAILABLE, CATHEDRAL CITY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ CHAVEZ, ROSA",2022.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20CATHEDRAL%20CITY%2C%20CA
family_child_care_homes,376300282,LOPEZ FAMILY CHILD CARE,"LOPEZ,MARIA","LOPEZ,MARIA",(760) 576-7124,Unavailable,VISTA,CA,92084,SAN DIEGO,10,14,LICENSED,2021-02-19,,5252025,UNAVAILABLE,"UNAVAILABLE, VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ,MARIA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20VISTA%2C%20CA
family_child_care_homes,426216201,LOPEZ FAMILY CHILD CARE,LETICIA LOPEZ,LETICIA LOPEZ,(805) 588-0716,Unavailable,LOMPOC,CA,93436,SANTA BARBARA,17,14,CLOSED,2021-10-29,2024-05-01,5252025,UNAVAILABLE,"UNAVAILABLE, LOMPOC",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LETICIA LOPEZ,2021.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20LOMPOC%2C%20CA
family_child_care_homes,426216120,LOPEZ FAMILY CHILD CARE,"LOPEZ, MARIA",MARIA LOPEZ,(805) 266-4520,Unavailable,SANTA MARIA,CA,93458,SANTA BARBARA,17,14,CLOSED,2021-05-21,2022-10-03,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",6,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; SHORT_LIVED; ,"LOPEZ, MARIA",2021.0,2022.0,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
family_child_care_homes,426216434,LOPEZ FAMILY CHILD CARE,"LOPEZ, MARIA",MARIA LOPEZ,(805) 266-4520,Unavailable,SANTA MARIA,CA,93458,SANTA BARBARA,17,14,LICENSED,2022-10-03,,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",4,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; COVID_ERA_LICENSE; ,"LOPEZ, MARIA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA
family_child_care_homes,192005642,LOPEZ FAMILY CHILD CARE,"LOPEZ, MARIA","LOPEZ, MARIA",(213) 388-4877,Unavailable,LOS ANGELES,CA,90004,LOS ANGELES,33,14,LICENSED,2000-12-20,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2000.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20ANGELES%2C%20CA
family_child_care_homes,198400128,LOPEZ FAMILY CHILD CARE,MARTHA LOPEZ,MARTHA LOPEZ,(213) 507-5702,Unavailable,DOWNEY,CA,90240,LOS ANGELES,54,14,LICENSED,2020-03-18,,5252025,UNAVAILABLE,"UNAVAILABLE, DOWNEY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,MARTHA LOPEZ,2020.0,,https://www.google.com/maps/search/Unavailable%2C%20DOWNEY%2C%20CA
family_child_care_homes,155620019,"LOPEZ GUTIERREZ, MIRIAM FAMILY CHILD CARE","LOPEZ GUTIERREZ, MIRIAM","LOPEZ GUTIERREZ,  MIRIAM",(661) 561-7251,Unavailable,MCFARLAND,CA,93250,KERN,57,14,LICENSED,2022-08-31,,5252025,UNAVAILABLE,"UNAVAILABLE, MCFARLAND",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ GUTIERREZ, MIRIAM",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20MCFARLAND%2C%20CA
family_child_care_homes,414004876,"LOPEZ GUZMAN, DAISY N.","LOPEZ GUZMAN, DAISY N.","LOPEZ GUZMAN, DAISY N.",(650) 520-1249,Unavailable,SAN MATEO,CA,94402,SAN MATEO,5,14,LICENSED,2022-05-11,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN MATEO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ GUZMAN, DAISY N.",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20MATEO%2C%20CA
family_child_care_homes,243911534,"LOPEZ PEREZ, MONICA FAMILY CHILD CARE","LOPEZ PEREZ, MONICA","LOPEZ PEREZ, MONICA",(209) 829-8537,Unavailable,LOS BANOS,CA,93635,MERCED,4,14,LICENSED,2021-05-28,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS BANOS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ PEREZ, MONICA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20BANOS%2C%20CA
family_child_care_homes,153911611,"LOPEZ, ALMA FAMILY CHILD CARE","LOPEZ, ALMA","LOPEZ, ALMA",(661) 304-0992,Unavailable,BAKERSFIELD,CA,93313,KERN,57,14,LICENSED,2021-10-27,,5252025,UNAVAILABLE,"UNAVAILABLE, BAKERSFIELD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, ALMA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20BAKERSFIELD%2C%20CA
family_child_care_homes,243911387,"LOPEZ, AURORA FAMILY CHILD CARE","LOPEZ, AURORA","LOPEZ, AURORA",(209) 509-8839,Unavailable,LOS BANOS,CA,93635,MERCED,4,14,LICENSED,2020-11-16,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS BANOS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, AURORA",2020.0,,https://www.google.com/maps/search/Unavailable%2C%20LOS%20BANOS%2C%20CA
family_child_care_homes,434416289,"LOPEZ, ESPERANZA","LOPEZ, ESPERANZA","LOPEZ, ESPERANZA",(831) 291-6203,Unavailable,SAN JOSE,CA,95117,SANTA CLARA,7,14,CLOSED,2021-01-15,2021-12-29,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",5,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; SHORT_LIVED; ,"LOPEZ, ESPERANZA",2021.0,2021.0,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
family_child_care_homes,434416753,"LOPEZ, ESPERANZA","LOPEZ, ESPERANZA","ESPERANZA, LOPEZ",(831) 291-6203,Unavailable,SAN JOSE,CA,95128,SANTA CLARA,7,14,LICENSED,2021-12-30,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, ESPERANZA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20SAN%20JOSE%2C%20CA
family_child_care_homes,15700108,"LOPEZ, ESTELLA","LOPEZ, ESTELLA","LOPEZ, ESTELLA",(510) 518-0606,Unavailable,NEWARK,CA,94560,ALAMEDA,52,14,CLOSED,2020-05-06,2022-08-29,5252025,UNAVAILABLE,"UNAVAILABLE, NEWARK",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, ESTELLA",2020.0,2022.0,https://www.google.com/maps/search/Unavailable%2C%20NEWARK%2C%20CA
family_child_care_homes,455408196,"LOPEZ, ESTELLA FAMILY CHILD CARE HOME","LOPEZ, ESTELLA","LOPEZ, ESTELLA",(510) 518-0606,Unavailable,REDDING,CA,96001,SHASTA,13,14,LICENSED,2022-10-21,,5252025,UNAVAILABLE,"UNAVAILABLE, REDDING",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, ESTELLA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20REDDING%2C%20CA
family_child_care_homes,274416060,"LOPEZ, JAQUELINE","LOPEZ, JAQUELINE",JAQUELINE LOPEZ,(831) 776-2492,Unavailable,KING CITY,CA,93930,MONTEREY,7,14,LICENSED,2022-10-14,,5252025,UNAVAILABLE,"UNAVAILABLE, KING CITY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, JAQUELINE",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20KING%20CITY%2C%20CA
family_child_care_homes,105620124,"LOPEZ, JUDITH FAMILY CHILD CARE","LOPEZ, JUDITH","LOPEZ, JUDITH",(559) 283-5968,Unavailable,SELMA,CA,93662,FRESNO,57,14,CLOSED,2023-05-01,2025-02-25,5252025,UNAVAILABLE,"UNAVAILABLE, SELMA",4,DUPLICATE_ADDRESS; SHORT_LIVED; ,"LOPEZ, JUDITH",2023.0,2025.0,https://www.google.com/maps/search/Unavailable%2C%20SELMA%2C%20CA
family_child_care_homes,503911553,"LOPEZ, KARLA FAMILY CHILD CARE","LOPEZ, KARLA","LOPEZ, KARLA",(209) 750-3642,Unavailable,MODESTO,CA,95357,STANISLAUS,4,14,LICENSED,2021-09-30,,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, KARLA",2021.0,,https://www.google.com/maps/search/Unavailable%2C%20MODESTO%2C%20CA
family_child_care_homes,153911875,"LOPEZ, LAURA FAMILY CHILD CARE","LOPEZ, LAURA","LOPEZ, LAURA",(661) 428-5219,Unavailable,DELANO,CA,93215,KERN,57,14,LICENSED,2022-07-19,,5252025,UNAVAILABLE,"UNAVAILABLE, DELANO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, LAURA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20DELANO%2C%20CA
family_child_care_homes,103911720,"LOPEZ, MARCELLA FAMILY CHILD CARE","LOPEZ, MARCELLA","LOPEZ, MARCELLA",(559) 363-3671,Unavailable,FRESNO,CA,93730,FRESNO,4,14,INACTIVE,2022-01-19,,5252025,UNAVAILABLE,"UNAVAILABLE, FRESNO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"LOPEZ, MARCELLA",2022.0,,https://www.google.com/maps/search/Unavailable%2C%20FRESNO%2C%20CA
family_child_care_homes,343621156,"LOPEZ, MARIA","LOPEZ, MARIA","LOPEZ, MARIA",(916) 505-0867,Unavailable,SACRAMENTO,CA,95833,SACRAMENTO,3,14,LICENSED,2016-12-07,,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2016.0,,https://www.google.com/maps/search/Unavailable%2C%20SACRAMENTO%2C%20CA
family_child_care_homes,444408153,"LOPEZ, MARIA","LOPEZ, MARIA",MARIA LOPEZ,(831) 761-2108,Unavailable,WATSONVILLE,CA,95076,SANTA CRUZ,7,14,LICENSED,2006-03-06,,5252025,UNAVAILABLE,"UNAVAILABLE, WATSONVILLE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2006.0,,https://www.google.com/maps/search/Unavailable%2C%20WATSONVILLE%2C%20CA
family_child_care_homes,376627324,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA",MARIA LOPEZ,(619) 382-0410,Unavailable,CHULA VISTA,CA,91911,SAN DIEGO,20,14,LICENSED,2018-01-03,,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2018.0,,https://www.google.com/maps/search/Unavailable%2C%20CHULA%20VISTA%2C%20CA
family_child_care_homes,543803770,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA","LOPEZ, MARIA",(559) 688-4736,Unavailable,TULARE,CA,93274,TULARE,57,14,CLOSED,1999-05-25,2024-03-25,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",1999.0,2024.0,https://www.google.com/maps/search/Unavailable%2C%20TULARE%2C%20CA
family_child_care_homes,153909988,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA","LOPEZ, MARIA",(661) 864-6201,Unavailable,BAKERSFIELD,CA,93307,KERN,57,14,LICENSED,2017-08-09,,5252025,UNAVAILABLE,"UNAVAILABLE, BAKERSFIELD",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2017.0,,https://www.google.com/maps/search/Unavailable%2C%20BAKERSFIELD%2C%20CA
family_child_care_homes,153911008,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA","LOPEZ, MARIA",(626) 486-5812,Unavailable,WASCO,CA,93280,KERN,57,14,LICENSED,2019-10-07,,5252025,UNAVAILABLE,"UNAVAILABLE, WASCO",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2019.0,,https://www.google.com/maps/search/Unavailable%2C%20WASCO%2C%20CA
family_child_care_homes,543910361,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA","LOPEZ, MARIA",(559) 366-7989,Unavailable,TULARE,CA,93274,TULARE,57,14,LICENSED,2018-03-15,,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2018.0,,https://www.google.com/maps/search/Unavailable%2C%20TULARE%2C%20CA
family_child_care_homes,545620421,"LOPEZ, MARIA FAMILY CHILD CARE","LOPEZ, MARIA","LOPEZ, MARIA",(559) 471-5099,Unavailable,TULARE,CA,93274,TULARE,57,14,LICENSED,2024-03-25,,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,"LOPEZ, MARIA",2024.0,,https://www.google.com/maps/search/Unavailable%2C%20TULARE%2C%20CA
