facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year,closed_year,months_operated
family_child_care_homes,543911794,"MCPHETRIDGE, CONCEPCION & STEVEN FCC","MCPHETRIDGE,CONCEPCION & STEVEN","MCPHETRIDGE,CONCEPCION/STE",(559) 556-4863,Unavailable,TULARE,CA,93274,TULARE,57,14,CLOSED,2022-11-22,2024-11-07,5252025,UNAVAILABLE,"UNAVAILABLE, TULARE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MCPHETRIDGE,CONCEPCION & STEVEN",2022.0,2024.0,23.9
family_child_care_homes,343624523,"MEHDIZADE, KHADIJA & REZAI, ALI","MEHDIZADE, KHADIJA & REZAI, ALI","MEHDIZADE, KHADIJA & REZAI",(916) 612-3183,Unavailable,SACRAMENTO,CA,95864,SACRAMENTO,3,14,CLOSED,2022-10-11,2024-09-16,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MEHDIZADE, KHADIJA & REZAI, ALI",2022.0,2024.0,23.5
family_child_care_homes,197494441,MEJIA FAMILY CHILD CARE,JESSICA MEJIA,"MEJIA, JESSICA",(424) 264-7448,Unavailable,SAN PEDRO,CA,90731,LOS ANGELES,30,14,CLOSED,2020-01-31,2021-01-12,5252025,UNAVAILABLE,"UNAVAILABLE, SAN PEDRO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,JESSICA MEJIA,2020.0,2021.0,11.6
family_child_care_homes,406216259,MEJIA ROJAS FCC AKA SUNFLOWER DAY CARE,"MEJIA ROJAS, MARIA",MARIA VERONICA MEJIA ROJAS,(805) 668-7168,Unavailable,GROVER BEACH,CA,93433,SAN LUIS OBISPO,17,14,CLOSED,2022-04-28,2023-11-30,5252025,UNAVAILABLE,"UNAVAILABLE, GROVER BEACH",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MEJIA ROJAS, MARIA",2022.0,2023.0,19.4
family_child_care_homes,198020855,MELKONYAN FAMILY CHILD CARE,LILIT MELKONYAN,LILIT MELKONYAN,(818) 744-5111,Unavailable,GLENDALE,CA,91206,LOS ANGELES,33,14,CLOSED,2021-09-14,2023-06-30,5252025,UNAVAILABLE,"UNAVAILABLE, GLENDALE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,LILIT MELKONYAN,2021.0,2023.0,21.8
family_child_care_homes,274416823,"MENDEZ, AMBER","MENDEZ, AMBER","AMBER, MENDEZ",(831) 500-3751,Unavailable,SALINAS,CA,93907,MONTEREY,7,14,CLOSED,2023-07-28,2024-12-23,5252025,UNAVAILABLE,"UNAVAILABLE, SALINAS",2,DUPLICATE_ADDRESS; ,"MENDEZ, AMBER",2023.0,2024.0,17.1
family_child_care_homes,434415512,"MENDOZA, YURIKO","MENDOZA, YURIKO","MENDOZA, YURIKO",(408) 384-2800,Unavailable,SAN JOSE,CA,95136,SANTA CLARA,7,14,CLOSED,2020-10-20,2020-10-20,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MENDOZA, YURIKO",2020.0,2020.0,0.0
family_child_care_homes,525408243,"MEZA BAUTISTA, NANCY FAMILY CHILD CARE HOME","MEZA BAUTISTA, NANCY","MEZA BAUTISTA, NANCY",(530) 838-8839,Unavailable,CORNING,CA,96021,TEHAMA,13,14,CLOSED,2023-01-18,2024-12-18,5252025,UNAVAILABLE,"UNAVAILABLE, CORNING",2,DUPLICATE_ADDRESS; ,"MEZA BAUTISTA, NANCY",2023.0,2024.0,23.3
family_child_care_homes,73409288,"MODICUE, TIAIRA","MODICUE, TIAIRA","MODICUE, TIAIRA",(925) 436-2427,Unavailable,PITTSBURG,CA,94565,CONTRA COSTA,2,14,CLOSED,2022-08-08,2023-07-25,5252025,UNAVAILABLE,"UNAVAILABLE, PITTSBURG",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MODICUE, TIAIRA",2022.0,2023.0,11.7
family_child_care_homes,103911942,"MON, CHANNY FAMILY CHILD CARE","MON, CHANNY","MON, CHANNY",(559) 832-8449,Unavailable,FRESNO,CA,93727,FRESNO,4,14,CLOSED,2022-11-22,2023-10-17,5252025,UNAVAILABLE,"UNAVAILABLE, FRESNO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MON, CHANNY",2022.0,2023.0,11.0
family_child_care_homes,543911232,"MORENO, CECILIA FAMILY CHILD CARE","MORENO, CECILIA","MORENO, CECILIA",(559) 212-0225,Unavailable,VISALIA,CA,93291,TULARE,57,14,CLOSED,2020-06-01,2021-11-30,5252025,UNAVAILABLE,"UNAVAILABLE, VISALIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MORENO, CECILIA",2020.0,2021.0,18.2
family_child_care_homes,198021551,MOSER FAMILY CHILD CARE,ALEXIS MOSER,"MOSER, ALEXIS",(323) 632-8464,Unavailable,WHITTIER,CA,90601,LOS ANGELES,33,14,CLOSED,2024-08-12,2025-01-09,5252025,UNAVAILABLE,"UNAVAILABLE, WHITTIER",2,DUPLICATE_ADDRESS; ,ALEXIS MOSER,2024.0,2025.0,5.0
family_child_care_homes,197494934,MOSS FAMILY CHILD CARE,DEBRA MOSS,DEBRA MOSS,(323) 674-8424,Unavailable,INGLEWOOD,CA,90303,LOS ANGELES,30,14,CLOSED,2022-02-10,2023-07-06,5252025,UNAVAILABLE,"UNAVAILABLE, INGLEWOOD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,DEBRA MOSS,2022.0,2023.0,17.0
family_child_care_homes,343624118,"MOVSISYAN, HASMIK","MOVSISYAN, HASMIK","MOVSISYAN, HASMIK",(916) 600-0080,Unavailable,SACRAMENTO,CA,95827,SACRAMENTO,3,14,CLOSED,2021-12-02,2022-12-12,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MOVSISYAN, HASMIK",2021.0,2022.0,12.5
family_child_care_homes,426216327,MURGUIA FAMILY CHILD CARE,"MURGUIA, PIEDAD",PIEDAD MURGUIA,(805) 714-6244,Unavailable,SANTA MARIA,CA,93454,SANTA BARBARA,17,14,CLOSED,2022-06-21,2024-05-20,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"MURGUIA, PIEDAD",2022.0,2024.0,23.3
family_child_care_homes,233010483,"MYERS, KATHRYN FCCH","MYERS, KATHRYN","MYERS, KATHRYN",(707) 357-1068,Unavailable,LAYTONVILLE,CA,95454,MENDOCINO,1,14,CLOSED,2023-06-19,2024-06-01,5252025,UNAVAILABLE,"UNAVAILABLE, LAYTONVILLE",0,,"MYERS, KATHRYN",2023.0,2024.0,11.6
family_child_care_homes,376629560,"NABKI, LAMIAA FAMILY CHILD CARE","NABKI, LAMIAA",LAMIAA NABKI,(619) 431-6308,Unavailable,SAN DIEGO,CA,92105,SAN DIEGO,20,14,CLOSED,2023-03-08,2024-05-14,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"NABKI, LAMIAA",2023.0,2024.0,14.4
family_child_care_homes,334845844,NARVAEZ FAMILY CHILD CARE,"NARVAEZ,SHEILA","NARVAEZ,SHEILA",(760) 409-1913,Unavailable,PALM DESERT,CA,92260,RIVERSIDE,10,14,CLOSED,2020-07-29,2021-05-27,5252025,UNAVAILABLE,"UNAVAILABLE, PALM DESERT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NARVAEZ,SHEILA",2020.0,2021.0,10.1
family_child_care_homes,394500271,"NASCIMENTO, LACEY","NASCIMENTO, LACEY","NASCIMENTO, LACEY",(209) 481-5710,Unavailable,MANTECA,CA,95337,SAN JOAQUIN,53,14,CLOSED,2020-07-31,2022-02-04,5252025,UNAVAILABLE,"UNAVAILABLE, MANTECA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NASCIMENTO, LACEY",2020.0,2022.0,18.4
family_child_care_homes,255407922,"NEWELL, DAWN FAMILY CHILD CARE HOME","NEWELL, DAWN","NEWELL, DAWN",(916) 365-9448,Unavailable,ALTURAS,CA,96101,MODOC,13,14,CLOSED,2021-09-13,2023-07-10,5252025,UNAVAILABLE,"UNAVAILABLE, ALTURAS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NEWELL, DAWN",2021.0,2023.0,22.2
family_child_care_homes,198021303,NGUYEN FAMILY CHILD CARE,CATHY NGUYEN,CATHY NGUYEN,(626) 233-5924,Unavailable,DIAMOND BAR,CA,91765,LOS ANGELES,33,14,CLOSED,2023-09-01,2024-09-12,5252025,UNAVAILABLE,"UNAVAILABLE, DIAMOND BAR",2,DUPLICATE_ADDRESS; ,CATHY NGUYEN,2023.0,2024.0,12.6
family_child_care_homes,503911197,"NICHOLS, BRIDGID FAMILY CHILD CARE","NICHOLS, BRIDGID","NICHOLS, BRIDGID",(209) 604-9248,Unavailable,MODESTO,CA,95355,STANISLAUS,4,14,CLOSED,2020-02-20,2021-07-19,5252025,UNAVAILABLE,"UNAVAILABLE, MODESTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NICHOLS, BRIDGID",2020.0,2021.0,17.2
family_child_care_homes,376628993,"NICHOLS, SHEREE FAMILY CHILD CARE","NICHOLS, SHEREE",SHEREE NICHOLS,(619) 318-3613,Unavailable,LA MESA,CA,91941,SAN DIEGO,20,14,CLOSED,2021-01-28,2022-08-01,5252025,UNAVAILABLE,"UNAVAILABLE, LA MESA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NICHOLS, SHEREE",2021.0,2022.0,18.3
family_child_care_homes,376101263,"NIQOLA, ATOOR FAMILY CHILD CARE","NIQOLA, ATOOR FAMILY CHILD CARE",ATOOR AKOBUAN,(619) 212-3697,Unavailable,EL CAJON,CA,92021,SAN DIEGO,51,14,CLOSED,2022-09-22,2024-07-30,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NIQOLA, ATOOR FAMILY CHILD CARE",2022.0,2024.0,22.6
family_child_care_homes,343624958,"NOORISTANI, TAMANA & FATIMA","NOORISTANI, TAMANA & FATIMA","NOORISTANI, TAMANA &",(279) 758-1301,Unavailable,SACRAMENTO,CA,95815,SACRAMENTO,3,14,CLOSED,2023-05-04,2024-06-10,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,"NOORISTANI, TAMANA & FATIMA",2023.0,2024.0,13.4
family_child_care_homes,376101652,"NOORI, SHAFIQA FAMILY CHILD CARE","NOORI, SHAFIQA",SHAFIQA NOORI,(619) 966-8818,Unavailable,EL CAJON,CA,92020,SAN DIEGO,51,14,CLOSED,2023-09-01,2024-07-11,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",2,DUPLICATE_ADDRESS; ,"NOORI, SHAFIQA",2023.0,2024.0,10.5
family_child_care_homes,376100835,"NOORI, SHAFIQA FAMILY CHILD CARE","NOORI, SHAFIQA",SHAFIQA NOORI,(619) 966-8818,Unavailable,EL CAJON,CA,92020,SAN DIEGO,51,14,CLOSED,2021-11-16,2023-09-01,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NOORI, SHAFIQA",2021.0,2023.0,21.8
family_child_care_homes,343624032,"NURISTANI, ARZOO","NURISTANI, ARZOO","NURISTANI, ARZOO",(916) 627-9345,Unavailable,SACRAMENTO,CA,95815,SACRAMENTO,3,14,CLOSED,2021-08-12,2023-04-18,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"NURISTANI, ARZOO",2021.0,2023.0,20.5
family_child_care_homes,334846354,OJEISEKHOBA FAMILY CHILD CARE,"OJEISEKHOBA, MOYRA","OJEISEKHOBA, MOYRA",(951) 797-0819,Unavailable,BEAUMONT,CA,92223,RIVERSIDE,9,14,CLOSED,2023-08-24,2024-11-22,5252025,UNAVAILABLE,"UNAVAILABLE, BEAUMONT",2,DUPLICATE_ADDRESS; ,"OJEISEKHOBA, MOYRA",2023.0,2024.0,15.2
family_child_care_homes,543911396,"OLBERA, VICTORIA FAMILY CHILD CARE","OLBERA, VICTORIA","OLBERA, VICTORIA",(559) 781-8462,Unavailable,PORTERVILLE,CA,93257,TULARE,57,14,CLOSED,2020-11-23,2021-04-05,5252025,UNAVAILABLE,"UNAVAILABLE, PORTERVILLE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"OLBERA, VICTORIA",2020.0,2021.0,4.4
family_child_care_homes,197495118,OLGUIN FAMILY CHILD CARE,ADA OLGUIN,ADA OLGUIN,(424) 268-4670,Unavailable,SANTA MONICA,CA,90404,LOS ANGELES,30,14,CLOSED,2022-09-23,2023-04-04,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MONICA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ADA OLGUIN,2022.0,2023.0,6.4
family_child_care_homes,515407918,"OLIVER, VENNESA FAMILY CHILD CARE HOME","OLIVER, VENNESA","OLIVER, VENNESA",(530) 701-9479,Unavailable,YUBA CITY,CA,95991,SUTTER,13,14,CLOSED,2021-06-02,2023-05-03,5252025,UNAVAILABLE,"UNAVAILABLE, YUBA CITY",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"OLIVER, VENNESA",2021.0,2023.0,23.3
family_child_care_homes,483010565,"ONUMAH, MARIANNA FCCH","ONUMAH, MARIANNA","ONUMAH, MARIANNA",(707) 469-3162,Unavailable,FAIRFIELD,CA,94533,SOLANO,1,14,CLOSED,2023-11-21,2025-04-30,5252025,UNAVAILABLE,"UNAVAILABLE, FAIRFIELD",2,DUPLICATE_ADDRESS; ,"ONUMAH, MARIANNA",2023.0,2025.0,17.5
family_child_care_homes,376101861,"ORAHA, HUDA FAMILY CHILD CARE","ORAHA, HUDA",HUDA ORAHA,(619) 715-7969,Unavailable,EL CAJON,CA,92020,SAN DIEGO,51,14,CLOSED,2024-06-07,2025-02-26,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",2,DUPLICATE_ADDRESS; ,"ORAHA, HUDA",2024.0,2025.0,8.8
family_child_care_homes,426216138,ORTEGA FAMILY CHILD CARE,"ORTEGA, ASHLEY",ASHLEY ORTEGA,(805) 819-1484,Unavailable,LOMPOC,CA,93436,SANTA BARBARA,17,14,CLOSED,2021-07-21,2023-06-29,5252025,UNAVAILABLE,"UNAVAILABLE, LOMPOC",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"ORTEGA, ASHLEY",2021.0,2023.0,23.6
family_child_care_homes,304313848,"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",(949) 689-5195,Unavailable,LAKE FOREST,CA,92630,ORANGE,6,14,CLOSED,2020-12-23,2022-12-09,5252025,UNAVAILABLE,"UNAVAILABLE, LAKE FOREST",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"ORTIZ-WITBRACHT, VANESSA",2020.0,2022.0,23.9
family_child_care_homes,304313762,"ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA","ORTIZ-WITBRACHT, VANESSA",(949) 689-5195,Unavailable,LAKE FOREST,CA,92630,ORANGE,6,14,CLOSED,2020-05-11,2020-08-01,5252025,UNAVAILABLE,"UNAVAILABLE, LAKE FOREST",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"ORTIZ-WITBRACHT, VANESSA",2020.0,2020.0,2.7
family_child_care_homes,414004736,"OSOKINA, EKATERINA","OSOKINA, EKATERINA","OSOKINA, EKATERINA",(714) 425-2170,Unavailable,SO. SAN FRANCISCO,CA,94080,SAN MATEO,5,14,CLOSED,2020-10-21,2021-10-26,5252025,UNAVAILABLE,"UNAVAILABLE, SO. SAN FRANCISCO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"OSOKINA, EKATERINA",2020.0,2021.0,12.3
family_child_care_homes,198400197,OSORNO TORRES FAMILY CHILD CARE,JAQUELINE OSORNO TORRES,JAQUELINE OSORNO TORRES,(562) 209-5184,Unavailable,LONG BEACH,CA,90808,LOS ANGELES,54,14,CLOSED,2020-02-27,2021-01-05,5252025,UNAVAILABLE,"UNAVAILABLE, LONG BEACH",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,JAQUELINE OSORNO TORRES,2020.0,2021.0,10.4
family_child_care_homes,434416743,"PACHECO, NEUSA","PACHECO, NEUSA","NEUSA, PACHECO",(650) 518-2701,Unavailable,SAN JOSE,CA,95129,SANTA CLARA,7,14,CLOSED,2021-12-17,2022-09-15,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PACHECO, NEUSA",2021.0,2022.0,9.1
family_child_care_homes,384004685,"PACHECO, TINA M.","PACHECO, TINA M.","PACHECO, TINA M.",(408) 781-5739,Unavailable,SAN FRANCISCO,CA,94158,SAN FRANCISCO,5,14,CLOSED,2023-02-17,2023-12-11,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",2,DUPLICATE_ADDRESS; ,"PACHECO, TINA M.",2023.0,2023.0,9.9
family_child_care_homes,384004693,"PAYNE, LINDA","PAYNE, LINDA","PAYNE, LINDA",(707) 953-9166,Unavailable,SAN FRANCISCO,CA,94116,SAN FRANCISCO,5,14,CLOSED,2023-04-04,2025-03-13,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",2,DUPLICATE_ADDRESS; ,"PAYNE, LINDA",2023.0,2025.0,23.6
family_child_care_homes,376300113,PAZ FAMILY CHILD CARE,"PAZ,JASMINE","PAZ,JASMINE",(760) 274-7469,Unavailable,VALLEY CENTER,CA,92082,SAN DIEGO,10,14,CLOSED,2020-02-24,2021-06-07,5252025,UNAVAILABLE,"UNAVAILABLE, VALLEY CENTER",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PAZ,JASMINE",2020.0,2021.0,15.6
family_child_care_homes,376628605,"PERAZA, BRENDA FAMILY CHILD CARE","PERAZA, BRENDA",BRENDA PERAZA,(619) 271-0559,Unavailable,SAN DIEGO,CA,92154,SAN DIEGO,20,14,CLOSED,2020-04-10,2022-02-18,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PERAZA, BRENDA",2020.0,2022.0,22.6
family_child_care_homes,455407963,"PERRY, CHRISTA FAMILY CHILD CARE HOME","PERRY, CHRISTA","PERRY, CHRISTA",(530) 708-1110,Unavailable,COTTONWOOD,CA,96022,SHASTA,13,14,CLOSED,2021-08-30,2022-05-27,5252025,UNAVAILABLE,"UNAVAILABLE, COTTONWOOD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PERRY, CHRISTA",2021.0,2022.0,9.0
family_child_care_homes,15700287,"PERUZZARO, ANDRIANA","PERUZZARO, ANDRIANA","PERUZZARO, ANDRIANA",(650) 716-7202,Unavailable,LIVERMORE,CA,94550,ALAMEDA,52,14,CLOSED,2021-10-04,2022-08-23,5252025,UNAVAILABLE,"UNAVAILABLE, LIVERMORE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PERUZZARO, ANDRIANA",2021.0,2022.0,10.8
family_child_care_homes,434416736,"PHAM, PAULINA","PHAM, PAULINA",PAULINA PHAM,(714) 260-6349,Unavailable,SAN JOSE,CA,95128,SANTA CLARA,7,14,CLOSED,2021-10-13,2022-10-12,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PHAM, PAULINA",2021.0,2022.0,12.1
family_child_care_homes,197494565,PILAVIAN FAMILY CHILD CARE,"PILAVIAN, KEN,GLOMIL & ARLIN","PILAVIAN, KEN",(818) 366-9392,Unavailable,GRANADA HILLS,CA,91344,LOS ANGELES,58,14,CLOSED,2020-05-31,2021-11-23,5252025,UNAVAILABLE,"UNAVAILABLE, GRANADA HILLS",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"PILAVIAN, KEN,GLOMIL & ARLIN",2020.0,2021.0,18.0
family_child_care_homes,197494720,PINA FAMILY CHILD CARE,ANGELA PINA,"PINA, ANGELA",(310) 910-8830,Unavailable,INGLEWOOD,CA,90303,LOS ANGELES,30,14,CLOSED,2021-04-08,2022-06-28,5252025,UNAVAILABLE,"UNAVAILABLE, INGLEWOOD",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ANGELA PINA,2021.0,2022.0,14.9
family_child_care_homes,198400612,PINEDA FAMILY CHILD CARE,ERICA PINEDA,E. PINEDA,(310) 427-4022,Unavailable,PARAMOUNT,CA,90723,LOS ANGELES,54,14,CLOSED,2022-08-04,2024-05-20,5252025,UNAVAILABLE,"UNAVAILABLE, PARAMOUNT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,ERICA PINEDA,2022.0,2024.0,21.8
family_child_care_homes,15700445,"PORTER, SUGAR","PORTER, SUGAR","PORTER, SUGAR",(408) 685-8739,Unavailable,FREMONT,CA,94555,ALAMEDA,52,14,CLOSED,2023-05-25,2025-03-20,5252025,UNAVAILABLE,"UNAVAILABLE, FREMONT",2,DUPLICATE_ADDRESS; ,"PORTER, SUGAR",2023.0,2025.0,22.2
family_child_care_homes,434416461,"QUINTANA, ARGABI","QUINTANA, ARGABI",ARGABI QUINTANA,(408) 598-0138,Unavailable,SANTA CLARA,CA,95050,SANTA CLARA,7,14,CLOSED,2020-10-13,2022-03-19,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA CLARA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"QUINTANA, ARGABI",2020.0,2022.0,17.4
family_child_care_homes,304314050,"RABANAL, MARIA","RABANAL, MARIA","RABANAL, MARIA",(818) 298-9113,Unavailable,MISSION VIEJO,CA,92691,ORANGE,6,14,CLOSED,2022-07-11,2023-06-30,5252025,UNAVAILABLE,"UNAVAILABLE, MISSION VIEJO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"RABANAL, MARIA",2022.0,2023.0,11.8
family_child_care_homes,15700092,"RAGAVAN, VAISHNAVEE","RAGAVAN, VAISHNAVEE","RAGAVAN, VAISHNAVEE",(650) 314-3949,Unavailable,FREMONT,CA,94539,ALAMEDA,52,14,CLOSED,2021-01-27,2022-08-18,5252025,UNAVAILABLE,"UNAVAILABLE, FREMONT",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"RAGAVAN, VAISHNAVEE",2021.0,2022.0,18.9
family_child_care_homes,198400792,RAMEY FAMILY CHILD CARE,"RAMEY, ROSELYN","RAMEY, ROSELYN",(310) 780-0885,Unavailable,LOS ANGELES,CA,90002,LOS ANGELES,54,14,CLOSED,2023-09-19,2025-04-09,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",2,DUPLICATE_ADDRESS; ,"RAMEY, ROSELYN",2023.0,2025.0,18.9
family_child_care_homes,426216471,RAMIREZ FAMILY CHILD CARE,"RAMIREZ, DANYELA",DANYELA RAMIREZ,(805) 315-4555,Unavailable,SANTA MARIA,CA,93454,SANTA BARBARA,17,14,CLOSED,2023-02-15,2024-10-09,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",2,DUPLICATE_ADDRESS; ,"RAMIREZ, DANYELA",2023.0,2024.0,20.1
family_child_care_homes,426216376,RAMIREZ FAMILY CHILD CARE,"RAMIREZ, LUCIA; LARA, SHELLY",LUCIA RAMIREZ,(805) 598-7804,Unavailable,SANTA MARIA,CA,93458,SANTA BARBARA,17,14,CLOSED,2022-10-11,2024-09-25,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"RAMIREZ, LUCIA; LARA, SHELLY",2022.0,2024.0,23.8
family_child_care_homes,198021474,RAMIREZ FAMILY CHILD CARE,TANYA RAMIREZ,"RAMIREZ, TANYA",(626) 644-3854,Unavailable,ALTADENA,CA,91001,LOS ANGELES,33,14,CLOSED,2024-06-07,2025-04-07,5252025,UNAVAILABLE,"UNAVAILABLE, ALTADENA",2,DUPLICATE_ADDRESS; ,TANYA RAMIREZ,2024.0,2025.0,10.1
family_child_care_homes,406216777,RAMIREZ FCC AKA SPROUTS OUTDOOR ACADEMY,KATIE RAMIREZ,KATIE RAMIREZ,(805) 458-3400,Unavailable,NIPOMO,CA,93444,SAN LUIS OBISPO,17,14,CLOSED,2023-12-08,2024-08-01,5252025,UNAVAILABLE,"UNAVAILABLE, NIPOMO",2,DUPLICATE_ADDRESS; ,KATIE RAMIREZ,2023.0,2024.0,7.9
family_child_care_homes,406216408,RAMIREZ FCC AKA SUN COAST KIDS,"RAMIREZ, LIZBETH",LISBETH RAMIREZ,(805) 904-3569,Unavailable,GROVER BEACH,CA,93433,SAN LUIS OBISPO,17,14,CLOSED,2022-09-07,2024-04-25,5252025,UNAVAILABLE,"UNAVAILABLE, GROVER BEACH",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"RAMIREZ, LIZBETH",2022.0,2024.0,19.9
family_child_care_homes,426216558,RAMIREZ FCCH,CECILIA RAMIREZ,CECILIA RAMIREZ,(805) 539-7276,Unavailable,SANTA MARIA,CA,93458,SANTA BARBARA,17,14,CLOSED,2023-02-24,2024-05-06,5252025,UNAVAILABLE,"UNAVAILABLE, SANTA MARIA",2,DUPLICATE_ADDRESS; ,CECILIA RAMIREZ,2023.0,2024.0,14.6
family_child_care_homes,376629462,"RAMIREZ, ZARELLA & LIZETH FAMILY CHILD CARE","RAMIREZ, ZARELLA & LIZETH",ZARELLA & LIZETH RAMIREZ,(619) 772-8137,Unavailable,CHULA VISTA,CA,91911,SAN DIEGO,20,14,CLOSED,2022-11-16,2023-08-18,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,"RAMIREZ, ZARELLA & LIZETH",2022.0,2023.0,9.2
family_child_care_homes,435700385,"RAMOS, REYNA",REYNA RAMOS,REYNA RAMOS,(650) 733-7644,Unavailable,LOS ALTOS,CA,94022,SANTA CLARA,52,14,CLOSED,2023-08-30,2025-01-08,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ALTOS",2,DUPLICATE_ADDRESS; ,REYNA RAMOS,2023.0,2025.0,16.6
family_child_care_homes,197495015,RASHID FAMILY CHILD CARE,SHAMA RASHID,AHAMA RASHID,(562) 337-4502,Unavailable,SAN PEDRO,CA,90732,LOS ANGELES,30,14,CLOSED,2022-04-26,2023-03-01,5252025,UNAVAILABLE,"UNAVAILABLE, SAN PEDRO",3,DUPLICATE_ADDRESS; COVID_ERA_LICENSE; ,SHAMA RASHID,2022.0,2023.0,10.3
