facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
SINGLE LICENSED CHILD CARE CENTER,566217339,MOORPARK COLLEGE CHILD DEVELOPMENT CENTER,MOORPARK COLLEGE DEVELOPMENT CENTER,"PIMENTAL, JOHANNA",(805) 378-1549,7075 CAMPUS ROAD,MOORPARK,CA,93021,VENTURA,17,80,LICENSED,5/19/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,197495534,MORNING GLORY PRESCHOOL,"MORNING GLORY PRESCHOOL - VENICE, LLC",SUSANA LEYVA,(626) 703-7019,2552 LINCOLN BLVD.,VENICE,CA,90291,LOS ANGELES,30,28,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,313626209,MORNINGSTAR MONTESSORI SCHOOLHOUSE,LINCOLN MONTESSORI LLC,"CASEY, GOLCHIN",(916) 645-1324,218 5TH ST,LINCOLN,CA,95648,PLACER,03,26,LICENSED,4/1/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,406217188,MORRO BAY UNITED METHODIST CHILDREN'S CENTER,MORRO BAY UNITED METHODIST CHILDREN'S CENTER,"HILLIARD, CHRISTY",(805) 550-8559,3000 HEMLOCK AVENUE,MORRO BAY,CA,93442,SAN LUIS OBISPO,17,80,LICENSED,9/27/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371679,MORSE PRESCHOOL,PLACENTIA YORBA LINDA UNIFIED SCHOOL DISTRICT,"CUESTA, SYLVIA",(562) 708-2988,431 MORSE AVENUE,PLACENTIA,CA,92870,ORANGE,06,72,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,585408395,MOTHER GOOSE PRESCHOOL,QUEENS AVE COMMUNITY CHURCH,"MEADOWS, STACEY",(530) 674-3644,1104 J STREET,MARYSVILLE,CA,95901,YUBA,13,70,CLOSED,,11/18/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,034500788,MOTHER LODE MOUNTAIN TOTS PRESCHOOL,BRUTINA INC.,"ALLEN, KIRBIE",(209) 295-1230,23714 STATE HIGHWAY 88,PIONEER,CA,95666,AMADOR,53,48,LICENSED,3/19/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,034501027,MOTHER LODE MOUNTAIN TOTS PRESCHOOL,MOTHER LODE MOUNTAIN TOTS PRESCHOOL LLC,"ALLEN, KIRBIE",(209) 457-0995,23714 STATE HIGHWAY 88,PIONEER,CA,95666,AMADOR,53,50,CLOSED,1/30/2024,3/19/2025,05252025
SINGLE LICENSED CHILD CARE CENTER,015700625,MOUNT VALLEY MONTESSORI,"ARORA EDUCATION, INC.","RANI, PUSHPA",(408) 718-9911,1481 MOWRY AVENUE,FREMONT,CA,94538,ALAMEDA,52,120,LICENSED,7/26/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,336301192,MOUNTAIN VIEW/DESERT PRESCHOOL ACADEMY,DESERT PRESCHOOL ACADEMY,"GOMEZ-CAMACHO, ARELI",(760) 772-1478,68990 HARRISON ST.,THERMAL,CA,92274,RIVERSIDE,10,12,CLOSED,,11/1/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,196216822,MOUNTAINVIEW MONTESSORI,MV MONTESSORI INC.,ROLA KONTAR,(310) 420-8480,5025 ROADSIDE ROAD,AGOURA HILLS,CA,91301,LOS ANGELES,17,71,LICENSED,4/12/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,394501262,MS PATS PLACE TO GROW LEARNING ACADEMY,MS PATS PLACE TO GROW LEARNING ACADEMY LLC,SHEREE JOHNSON,(209) 487-2610,2929 S. B. STREET,STOCKTON,CA,95206,SAN JOAQUIN,53,54,LICENSED,2/3/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371726,MULTILINGUAL MONTESSORI ACADEMY,"DOHERTY, ERENDIRA","DOHERTY, ERENDIRA",(949) 400-5767,4001 HOWARD AVENUE,LOS ALAMITOS,CA,90720,ORANGE,06,50,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105171,MURPHY CANYON PRESCHOOL,"MURPHY CANYON PRESCHOOL, INC.",KELLY LHUNGAY,(858) 279-5437,5150 MURPHY CANYON ROAD #105,SAN DIEGO,CA,92123,SAN DIEGO,51,69,CLOSED,7/30/2024,3/19/2025,05252025
SINGLE LICENSED CHILD CARE CENTER,336301234,MURRIETA UNIVERSITY PRESCHOOL,XZ INCESTMENS INC,"XING, ZHOU",(626) 620-6618,39840 LOS ALAMOS RD. #14,MURREITA,CA,92562,RIVERSIDE,10,101,CLOSED,,4/28/2025,05252025
SINGLE LICENSED CHILD CARE CENTER,435700780,MUSLIM CHILDREN'S GARDEN,ABEER ELAFIFI DBA MUSLIM CHILDRENS GARDEN,ABEER ELAFIFI,(650) 678-8694,550 N ABEL ST,MILPITAS,CA,95035,SANTA CLARA,52,30,LICENSED,3/24/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,336301294,MVUSD/EARLY LEARNING CENTER,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,"ISREALSEN,KATHLEEN",(951) 304-1623,25664 MADISON AVENUE,MURRIETA,CA,92562,RIVERSIDE,10,224,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021317,MWPCCC - TINY DOTS EARLY EDUCATION CENTER,MOUNT WASHINGTON PRESCH. AND CHILD CARE CENTER INC,MICHELLE D. JOHNSON,(213) 897-0049,100 SOUTH MAIN STREET STE.130,LOS ANGELES,CA,90012,LOS ANGELES,33,67,LICENSED,9/1/2023,,05252025
SINGLE LICENSED CHILD CARE CENTER,013423755,MY ADVANCE INC (ADVANCE DAY CARE CENTER),MY ADVANCE INC,YUNSHAN OU,(510) 434-9288,2236 INTERNATIONAL BLVD,OAKLAND,CA,94606,ALAMEDA,02,80,LICENSED,7/11/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,566217419,MY LITTLE SUNSHINE PRESCHOOL,MY LITTLE SUNSHINE PRESCHOOL,"VILLEGAS, LUCERO",(805) 336-7311,936 W. 5TH STREET,OXNARD,CA,93030,VENTURA,17,60,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,195700533,MY MONTESSORI PRESCHOOL,CHEREEN PERETTI,CHEREEN PERETTI,(818) 704-9225,22566 VANOWEN STREET,WEST HILLS,CA,91307,LOS ANGELES,58,55,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,015700648,MY MOTHER'S HUG PRESCHOOL & TODDLER CARE,MMH FREMONT INC,"SHERA, MONIKA",(510) 371-2030,5040 MOWRY AVE.,FREMONT,CA,94538,ALAMEDA,52,101,LICENSED,2/13/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,376301399,NCCS WEST MISSION CDC,NORTH COUNTY COMMUNITY SERVICES,"ROMERO,SANDRA",(760) 471-5483,715 WEST MISSION AVE SUITE A,ESCONDIDO,CA,92027,SAN DIEGO,10,85,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,434417182,NEIGHBORHOOD CHRISTIAN CENTER,AGAPE SCHOOLS,ARMIDA CLEMENTE,(408) 984-3418,887 POMEROY AVENUE,SANTA CLARA,CA,95051,SANTA CLARA,07,126,LICENSED,10/24/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,414005120,NEIGHBORHOOD KIDS' CORNER,"NKC-SACC, INC.",DEBRA GIANNATTASIO,(650) 365-6117,3790 RED OAK WAY,REDWOOD CITY,CA,94061,SAN MATEO,05,120,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,414005121,NEIGHBORHOOD KIDS' CORNER,"NKC-SACC, INC.",SUSAN MCAFEE,(650) 367-7034,225 CLIFFORD AVENUE,REDWOOD CITY,CA,94062,SAN MATEO,05,120,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,414005194,NEO IMMERSION MONTESSORI SCHOOL,"NEO IMMERSION MONTESSORI SCHOOL, LLC",ELINA CHEN,(650) 898-8468,830 ROSITA ROAD #C-18,PACIFICA,CA,94044,SAN MATEO,05,25,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105169,"NEST MONTESSORI SCHOOL, THE","NEST MONTESSORI LLC., THE",SAMADHI HERATH,(619) 321-9693,4848 SEMINOLE DRIVE,SAN DIEGO,CA,92115,SAN DIEGO,51,36,LICENSED,5/3/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,197750183,NEW-LIFE PRESCHOOL & KINDERGARTEN,NEW LIFE CHURCH OF THE NARARENE,JENNIFER NAJERA-CALDERON,(818) 368-1023,10650 RESEDA BLVD,NORTHRIDGE,CA,91326,LOS ANGELES,12,96,LICENSED,8/30/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376701591,NEW ADVENTURES MONTESSORI,NEW ADVENTURES SD LLC,GINGER MCCALMONT,(858) 848-0146,3941 CONRAD DR. UNIT A,SPRING VALLEY,CA,91977,SAN DIEGO,20,37,LICENSED,4/11/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,364846586,NEW BEGINNINGS CHRISTIAN PRESCHOOL,NEW BEGINNINGS UNITED METHODIST CHURCH,"CARINO, JOSIEMARIE",(909) 862-0516,27555 BASELINE STREET,HIGHLAND,CA,92346,SAN BERNARDINO,09,72,LICENSED,2/18/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,197495302,NEW CITY KIDS CARE,NEW CITY KIDS CARE,JOHN,(310) 322-2719,591 PALM AVENUE,EL SEGUNDO,CA,90245,LOS ANGELES,30,27,LICENSED,2/13/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,103810277,NEW COVENANT EARLY EDUCATION,NEW COVENANT COMMUNITY CHURCH,MOLLY BENNETT,(559) 298-0688,1744 E NEES AVE,FRESNO,CA,93720,FRESNO,04,150,LICENSED,1/31/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,376701560,"NEW HAVEN, THE",MICHELE VANDERWORP; THE NEW HAVEN LLC,MICHELE VANDERWORP,(510) 330-9236,2640 HISTORIC DECATUR ROAD,SAN DIEGO,CA,92106,SAN DIEGO,20,30,CLOSED,,4/15/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,384004873,NEW JOURNEY MANDARIN IMMERSION-RICHMOND,NEW RICHMOND,RAYMOND ZHONG,(415) 670-0996,3198 FULTON STREET,SAN FRANCISCO,CA,94118,SAN FRANCISCO,05,30,LICENSED,11/8/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,198400938,NEW LEGACY YOUTH CENTER BY JUST WHO I AM,JUST WHO I AM,"WILLIAMS, LAURA",(951) 447-2581,802 E 46TH ST,LOS ANGELES,CA,90011,LOS ANGELES,54,60,LICENSED,10/8/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376300953,NEW SONG PRESCHOOL,"BAYER, SCOTT","BAYER, SCOTT",(760) 560-5000,3985 MISSION AVENUE,OCEANSIDE,CA,92058,SAN DIEGO,10,48,LICENSED,8/14/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,197495591,NEW WORLD MONTESSORI SCHOOL,ALI & YASMEEN CHUNARA,YASMEEN CHUNARA,(310) 838-4044,10520 REGENT STREET,LOS ANGELES,CA,90034,LOS ANGELES,30,131,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,367750083,NEXTGEN EARLY CARE AND CHILD DEVELOPMENT CENTER,NEXTGEN EARLY CARE & CHILD DEVELOPMENT CENTER INC.,DR. SUZETTE MOHAMMED,(760) 508-3629,15885 MAIN ST. # 170,HESPERIA,CA,92345,SAN BERNARDINO,12,30,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,566216924,NEXUS GARDEN PRESCHOOL AKA CALVARY NEXUS,CALVARY NEXUS,"BEAUMONT, TERRI LYNN",(805) 384-1182,380 MOBIL AVENUE,CAMARILLO,CA,93010,VENTURA,17,30,LICENSED,8/19/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105162,NHA-CLAIREMONT MESA HEAD START,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",THERESA A. UYEDA,(858) 581-2194,4271 CLAIREMONT MESA BOULEVARD,SAN DIEGO,CA,92117,SAN DIEGO,51,22,LICENSED,1/16/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,376701561,NHA-DAMON R. CARSON EARLY LEARNING ACADEMY,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",MERRYANN JENKINS,(619) 837-8350,4110 41ST ST,SAN DIEGO,CA,92105,SAN DIEGO,20,40,LICENSED,4/8/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105164,NHA-MILLER HEAD START,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",ASHLEY VARGAS,(858) 278-0502,4343 SHIELDS STREET,SAN DIEGO,CA,92124,SAN DIEGO,51,26,LICENSED,5/6/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105163,NHA-WALKER HEAD START,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",ROSARIO HAMILTON-LEKOVISH,(858) 653-3671,9245 HILLERY DRIVE,SAN DIEGO,CA,92126,SAN DIEGO,51,26,LICENSED,5/6/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105199,NHA - KAREN D. LOVE HEAD START,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",GLORIA PAZOS,(858) 433-6505,2230 EAST JEWETT STREET,SAN DIEGO,CA,92111,SAN DIEGO,51,75,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,376701572,NHA - STEM INSTITUTE FOR EARLY LEARNING,"NEIGHBORHOOD HOUSE ASSOCIATION, THE",CYNTHIA CARRILLO,(619) 239-1985,808 WEST CEDAR STREET,SAN DIEGO,CA,92101,SAN DIEGO,20,71,LICENSED,9/17/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,198401238,NINOU PRESCHOOL,NINOU PRESCHOOL LLC,CHRISTELLE C JORDA,(424) 298-1241,3423 W JEFFERSON BLVD,LOS ANGELES,CA,90018,LOS ANGELES,54,30,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,414005128,NITTY GRITTY PRESCHOOL AT ACTON SV,AASV NITTY GRITTY PRESCHOOL LLC,MARLENE COE,(650) 208-3573,233 TOPAZ STREET,REDWOOD CITY,CA,94062,SAN MATEO,05,48,CLOSED,,8/20/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,197750211,NOAH'S PARK B PRESCHOOL,NORTHPARK COMMUNITY CHURCH OF SANTA CLARITA,SCOTT JETTE,(661) 505-3583,27927 SMYTH DRIVE,VALENCIA,CA,91355,LOS ANGELES,12,56,LICENSED,3/10/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,198401269,NOAH'S PLACE LA-LYNWOOD,BECAUSE CHILDREN MATTER LLC,YECENIA CARDENAS,(425) 314-5866,3580 E IMPERIAL HWY UNIT B,LYNWOOD,CA,90262,LOS ANGELES,54,30,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198400920,NOAH'S PLACE LA-WESTERN,BECAUSE CHILDREN MATTER LLC,"CARDENAS, YECENIA",(425) 314-5866,5022 S WESTERN AVENUE,LOS ANGELES,CA,90062,LOS ANGELES,54,36,LICENSED,4/24/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,198401066,NOAHS PLACE LA LYNWOOD,"RODRIGUEZ, EDUARDO D","RODRIGUEZ, EDUARDO D",(424) 314-5866,3580 E IMPERIAL HIGHWAY UNIT B,LYNWOOD,CA,90262,LOS ANGELES,54,36,CLOSED,,10/3/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,197495552,NORMANDIE CHRISTIAN PRESCHOOL,NORMANDIE CHRISTIAN SCHOOL,MARIA GARCIA,(323) 752-3122,6306 S. NORMANDIE AVE.,LOS ANGELES,CA,90044,LOS ANGELES,30,48,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,493010699,NORTH BAY CHILDREN'S CENTER EL COLEGIO,NORTH BAY CHILDREN'S CENTER INC,PAIGE NEWTON,(707) 522-3272,1059 CAMINO CORONADO,ROHNERT PARK,CA,94928,SONOMA,01,43,LICENSED,10/30/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,493010700,NORTH BAY CHILDREN'S CENTER SASSARINI,NORTH BAY CHILDREN'S CENTER INC,MICHELLE JOHNSON,(707) 935-6028,652 5TH STREET W,SONOMA,CA,95476,SONOMA,01,48,LICENSED,10/30/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,384005036,NORTH HILLS MONTESSORI ACADEMY / GIFTED LEARNERS,NORTH HILLS MONTESSORI ACADEMY / GIFTED LEARNERS,DEANDREA KNIGHT,(415) 416-7983,2042 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,05,30,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,274417178,NORTH MONTEREY COUNTY HEAD START,MONTEREY COUNTY OFFICE OF EDUCATION,MIRNA VERDUZCO,(831) 633-3369,10301 SEYMOUR STREET,CASTROVILLE,CA,95012,MONTEREY,07,12,CLOSED,,5/22/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,376105185,NORTHMINSTER PRESCHOOL,NORTHMINSTER PRESBYTERIAN CHURCH OF SAN DIEGO,SHARON HALLE,(858) 270-3760,4324 CLAIREMONT MESA BOULEVARD,SAN DIEGO,CA,92117,SAN DIEGO,51,91,LICENSED,9/30/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,197750165,NOTRE DAME CHILDREN'S ACADEMY OF CASTAIC,EDNA MARINA HERNANDEZ,EDNA HERNANDEZ,(661) 753-3488,31814 CASTAIC ROAD,CASTAIC,CA,91384,LOS ANGELES,12,77,LICENSED,6/25/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105206,NSE KIDS ACADEMY,NSE KIDS ACADEMY LLC.,SOSHIA GARCIA,(949) 422-2555,967 CAMINO DEL RIO SOUTH,SAN DIEGO,CA,92108,SAN DIEGO,51,81,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,015700680,NURTURE KIDS MONTESSORI,NURTURE KIDS MONTESSORI,GRAY SAYO,(925) 803-5867,6837 AMADOR VALLEY BLVD,DUBLIN,CA,94568,ALAMEDA,52,36,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,015700681,"NURTUREKIDS MONTESSORI, PRESCHOOL & EC","SUNSHINE KIDS, INC",RUBY MASIH,(510) 797-2222,38000 CAMDEN ST,FREMONT,CA,94536,ALAMEDA,52,53,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021669,OAK KNOLL MONTESSORI SCHOOL,OAK KNOLL MONTESSORI SCHOOL,KORINA NAVARRO,(626) 345-9929,914 E CLAREMONT ST,PASADENA,CA,91104,LOS ANGELES,33,24,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371695,OAK VIEW PRESCHOOL,OCEAN VIEW SCHOOL DISTRICT OF ORANGE COUNTY,LUISA TANZIL,(714) 842-4459,17241 OAK LANE,HUNTINGTON BEACH,CA,92647,ORANGE,06,48,LICENSED,8/23/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,503810286,OAKDALE LEARNING TREE,OAKDALE LEARNING TREE LLC,"MICHELETTI, LAURA",(209) 847-4050,1480 POPLAR ST,OAKDALE,CA,95361,STANISLAUS,04,73,LICENSED,12/26/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,013423792,OAKLAND MONTESSORI SCHOOL,"OAKLAND MONTESSORI ELEMENTARY SCHOOL, INC",NATASHA LETTIS,(510) 325-1719,3636 DIMOND AND 3625 FRUITVALE,OAKLAND,CA,94602,ALAMEDA,02,74,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021692,"OAKS MONTESSORI PRESCHOOL, THE","OAKS MONTESSORI PRESCHOOL LLC, THE",DUMINDRA DE ZOYSA,(323) 257-3709,4817 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,LOS ANGELES,33,45,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,157750013,OASIS CHILD DEVELOPMENT CENTER,COMMUNITY ACTION PARTNERSHIP OF KERN,YOLANDA GONZALEZ,(661) 336-5236,814 N. NORMA STREET,RIDGECREST,CA,93555,KERN,12,68,LICENSED,9/20/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371701,OC KIDS INFANT & PRESCHOOL,SUNLAND ACADEMIES GARDEN GROVE INC.,"JUAREZ, YARELI",(714) 530-9632,11362 BROOKHURST STREET,GARDEN GROVE,CA,92840,ORANGE,06,101,LICENSED,10/24/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,197495551,OCEAN VIEW ACADEMY CHILD DEVELOPMENT,LILIANA & CONRAD,LILIANA LUJAN,(310) 540-1911,301 AVENUE D,REDONDO BEACH,CA,90277,LOS ANGELES,30,100,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,376701574,OCEAN VIEW CHRISTIAN ACADEMY,OCEAN VIEW CHRISTIAN ACADEMY PRESCHOOL,NELLY JASSO,(619) 424-7873,2460 PALM AVENUE,SAN DIEGO,CA,92154,SAN DIEGO,20,187,CLOSED,,8/2/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,304371739,OHANAMONTESSORI,MT MONT INC.,"RAZI, TOUFAN",(415) 465-2999,2102 N TUSTIN AVE.,SANTA ANA,CA,92705,ORANGE,06,82,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,214005680,OLD FIREHOUSE SCHOOL,"ARISTODDLE, INC",JACQUELINE BUHL,(925) 284-4321,10 BAYVIEW DRIVE,SAN RAFAEL,CA,94901,MARIN,05,54,LICENSED,7/31/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,015700657,"OLIVE BRANCH COMMUNITY SCHOOL, THE","OLIVE BRANCH COMMUNITY SCHOOL, THE",LAUREN EISMMANN,(925) 478-9520,1893 N. VASCO RD,LIVERMORE,CA,94551,ALAMEDA,52,45,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,015700654,OLIVE CHILDREN AT ST. JAMES CATHOLIC CHURCH,OLIVE CHILDREN FOUNDATION,"HARRIS, CARMINA",(510) 770-4999,34700 FREMONT BOULEVARD,FREMONT,CA,94555,ALAMEDA,52,88,LICENSED,3/14/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371660,OLIVE PRESCHOOL,ORANGE UNIFIED SCHOOL DISTRICT,"OLIVO, JORDIN",(714) 628-4102,3038 MAGNOLIA AVENUE,ORANGE,CA,92865,ORANGE,06,24,LICENSED,10/11/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,364846691,OLIVE TREE DAY SCHOOL,KTR CONSULTING INC,"WEGLEY,KELLY",(909) 987-6264,7690 ARCHIBALD AVENUE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,09,83,CLOSED,,5/7/2025,05252025
SINGLE LICENSED CHILD CARE CENTER,293626651,ONE LOVE CHILDCARE CENTER,"KILGOUR, SARAH","KILGOUR, SARAH",(530) 414-3290,12068 DONNER PASS ROAD,TRUCKEE,CA,96161,NEVADA,03,42,LICENSED,4/24/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,013423767,"OPPORTUNITY TREE, THE","OPPORTUNITY TREE LLC, THE",RICKEY HAYES,(248) 781-5003,1515 SANTA CLARA AVE,ALAMEDA,CA,94501,ALAMEDA,02,65,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021570,OPTIONS FOR LEARNING - CAMERON,OPTIONS FOR LEARNING,"LIM, NILAND",(626) 479-8616,1225 E CAMERON AVE,WEST COVINA,CA,91790,LOS ANGELES,33,22,LICENSED,12/27/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021749,OPTIONS FOR LEARNING - TELESIS ACADEMY,OPTIONS FOR LEARNING,CHRISTINA JASPE,(626) 556-9974,2800 E HOLLINGWORTH AVE,WEST COVINA,CA,91792,LOS ANGELES,33,56,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021572,OPTIONS FOR LEARNING - VINE,OPTIONS FOR LEARNING,"LIM, NILAND",(626) 479-8616,1901 E VINE AVE,WEST COVINA,CA,91791,LOS ANGELES,33,24,LICENSED,12/27/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,198021573,OPTIONS FOR LEARNING - WESCOVE,OPTIONS FOR LEARNING,"LIM, NILAND",(626) 479-8616,1010 W VINE AVE,WEST COVINA,CA,91790,LOS ANGELES,33,24,LICENSED,12/27/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,364846708,ORANGE LIGHT CHRISTIAN PRESCHOOL,ORANGE LIGHT LLC,JUDY PAK,(626) 417-2662,14260 CHINO HILLS PKWY #BCD,CHINO HILLS,CA,91709,SAN BERNARDINO,09,72,LICENSED,5/6/2025,,05252025
SINGLE LICENSED CHILD CARE CENTER,376105156,ORANGE TREE CHRISTIAN PRESCHOOL,ORANGE TREE CHRISTIAN PRESCHOOL,LESLIE LUCY,(949) 458-1382,10770 RICKERT ROAD,SAN DIEGO,CA,92126,SAN DIEGO,51,80,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,013423777,ORKIDZ PRESCHOOL,SUNFLOWERS DAYCARE,FATEMEH BAGHERZADEH KHORAS,(510) 529-4553,1370 MARIN AVE,ALBANY,CA,94706,ALAMEDA,02,54,LICENSED,11/27/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,304371714,OUR SAVIOR'S LUTHERAN PRESCHOOL AND INFANT CENTER,LUTHERAN CHURCH OF OUR SAVIOR,"WOHLFARTH, MICHELLE",(949) 492-6165,200 AVENIDA SAN PABLO,SAN CLEMENTE,CA,92672,ORANGE,06,27,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,195700342,OUR VILLAGE PRESCHOOL,OUR VILLAGE PRESCHOOL,K.HESKE & N.COMBS,(818) 848-0206,720 S. MAIN ST,BURBANK,CA,91506,LOS ANGELES,58,70,CLOSED,,1/29/2025,05252025
SINGLE LICENSED CHILD CARE CENTER,013423796,OUSD - BURBANK,OAKLAND UNIFIED SCHOOL DISTRICT,THERESA LOZAC'H,(510) 879-5004,3550 64TH AVENUE,OAKLAND,CA,94605,ALAMEDA,02,24,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,093626749,OVER THE RAINBOW CHILDCARE CENTER,OVER THE RAINBOW CHILDCARE CENTER,"CONTREAS, LEISA",(916) 538-4537,3336 SANDY WAY,SOUTH LAKE TAHOE,CA,96150,EL DORADO,03,52,PENDING,,,05252025
SINGLE LICENSED CHILD CARE CENTER,566216916,OXNARD COLLEGE CHILD DEVELOPMENT CENTER,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,"FRIAS, ANTONIO",(805) 678-5801,4000 SOUTH ROSE AVENUE,OXNARD,CA,93033,VENTURA,17,104,LICENSED,5/17/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,197495384,PACE-OCEANSIDE LEARNING ACADEMY,PACIFIC ASIAN CONSORTIUM IN EMPLOYMENT (PACE),AMANDA VELASQUEZ,(424) 280-4090,682 BROADWAY ST,VENICE,CA,90291,LOS ANGELES,30,35,CLOSED,,8/2/2024,05252025
SINGLE LICENSED CHILD CARE CENTER,197495432,PACE LEARNING TREE,PACIFIC ASIAN CONSORTIUM IN EMPLOYMENT PACE,AMANDA VELASQUEZ,(213) 989-3244,1713 W. 108TH STREET,LOS ANGELES,CA,90047,LOS ANGELES,30,32,LICENSED,11/18/2024,,05252025
SINGLE LICENSED CHILD CARE CENTER,566216925,PACIFIC CAMPS,PACIFIC CAMPS,"HARLEY, KENNETH",(805) 482-5250,380 ARNEILL ROAD,CAMARILLO,CA,93010,VENTURA,17,93,LICENSED,6/9/2024,,05252025
