facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date
child_care_centers,455408374,ROTHER STATE INFANT TODDLER CENTER RM 17,SHASTA COUNTY OFFICE OF EDUCATION,"GROVES, BRANDY",(530) 232-0022,795 HARTNELL AVE,REDDING,CA,96003,SHASTA,13,12,CLOSED,,4/9/2024,5252025
child_care_centers,343615915,SACRAMENTO CHILDREN'S HOME-SACRAMENTO CRISIS,SACRAMENTO CHILDREN'S HOME,"WHITE-DOUGLAS, EBONY",(916) 452-3981,6699 SOUTH LAND PARK DRIVE,SACRAMENTO,CA,95831,SACRAMENTO,3,4,INACTIVE,7/1/2009,,5252025
child_care_centers,343611639,SACRAMENTO CRISIS NURSERY,SACRAMENTO CHILDREN'S HOME,"NOLAN, BARBARA",(916) 679-3600,4533 PASADENA AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,3,12,INACTIVE,2/6/2007,,5252025
child_care_centers,414002920,SACRED HEART SCHOOLS INFANT CENTER,SACRED HEART SCHOOLS,"TURCHETTI, MICHELLE",(650) 322-0176,150 VALPARAISO AVENUE,ATHERTON,CA,94027,SAN MATEO,5,7,INACTIVE,8/30/2012,,5252025
child_care_centers,191599464,SALVATION ARMY PRESCHOOL,SALVATION ARMY/STA FE SPRINGS INFANT CENTER,CHRISTINA CUEVAS,(562) 696-7175,12000 WASHINGTON BOULEVARD,WHITTIER,CA,90606,LOS ANGELES,33,12,INACTIVE,10/14/1993,,5252025
child_care_centers,233009912,"SANDBOX CHILD DEVELOPMENT CENTER, THE",RAISE & SHINE,"CANTRELL, TATIANA",(707) 671-7151,205 NORTH BUSH STREET,UKIAH,CA,95482,MENDOCINO,1,12,CLOSED,8/19/2020,8/12/2022,5252025
child_care_centers,376105067,SANTA FE CULTURE AND ARTS CENTER,WALLKINGDON INC,KRISTY FENG,(858) 365-9999,5505 CANCHA DE GOLF,RANCHO SANTA FE,CA,92091,SAN DIEGO,51,12,CLOSED,,11/4/2021,5252025
child_care_centers,493009510,"SANTA ROSA RISE AND SHINE CCC, LLC.","SANTA ROSA RISE AND SHINE CCC, LLC.","RICH, CARY",(707) 322-6038,636 CHERRY STREET,SANTA ROSA,CA,95404,SONOMA,1,8,CLOSED,3/28/2018,8/1/2020,5252025
child_care_centers,376701406,SEASIDE PRESCHOOL (BAY LOCATION) INFANT,SEASIDE PRESCHOOL LLC,MICHELLE KIRA,(858) 886-7844,2485 FELSPAR STREET,SAN DIEGO,CA,92109,SAN DIEGO,51,10,CLOSED,10/10/2018,7/1/2024,5252025
child_care_centers,304371152,SHEPHERD MONTESSORI LEARNING CENTER,SHEPHERD LEARNING CENTER,"JU, HELEN",(714) 337-7045,9221 CHAPMAN AVE.,GARDEN GROVE,CA,92841,ORANGE,6,6,CLOSED,9/25/2017,8/1/2022,5252025
child_care_centers,304370583,SHEPHERD MONTESSORI LEARNING CENTER,SHEPHERD LEARNING CENTER,"KIM, YOUNGAE",(714) 283-2857,2261 NORTH ORANGE-OLIVE ROAD,ORANGE,CA,92865,ORANGE,6,12,CLOSED,10/15/2009,11/16/2020,5252025
child_care_centers,197494513,SHIRAYURI YOUCHIEN,SHIRAYURI YOUCHIEN,"AOYAMA, YOSHIO",(310) 530-5830,23325 S VERMONT AVE,TORRANCE,CA,90502,LOS ANGELES,30,10,CLOSED,,7/14/2020,5252025
child_care_centers,475407949,SISKIYOU CREDIT UNION CHILDCARE CENTER,SISKIYOU CREDIT UNION CHILDCARE CENTER,EMILY STONE,(530) 643-6282,845 FOURTH ST,YREKA,CA,96097,SISKIYOU,13,5,CLOSED,6/10/2022,4/18/2023,5252025
child_care_centers,475403887,SISKIYOU (SCOE) INFANT,SISKIYOU COUNTY OFFICE OF EDUCATION,"GIERTZ, CHEZ",(530) 842-8493,1 CHILD'S WAY,YREKA,CA,96097,SISKIYOU,13,8,CLOSED,12/17/2003,12/4/2023,5252025
child_care_centers,153808666,SMALL STEPS CHILD DEVELOPMENT CENTER,A.A.F.V.S.A.,DECONDIA FERGUSON,(661) 319-2713,4201 UNIVERSITY AVENUE,BAKERSFIELD,CA,93306,KERN,57,7,CLOSED,5/25/2011,9/14/2022,5252025
child_care_centers,263808345,SMALL WORLD CHILDCARE,"MAMMOTH MOUNTAIN SKI AREA, LLC","TELLER, DEBBIE",(760) 934-0646,1 MINARET ROAD,MAMMOTH LAKES,CA,93546,MONO,12,12,CLOSED,11/21/2006,10/8/2021,5252025
child_care_centers,343623603,SMALLVILLE PRESCHOOL,SHANNON NULL,SHANNON NULL,(916) 480-0632,4706 ARDEN WAY,CARMICHAEL,CA,95608,SACRAMENTO,3,12,CLOSED,11/9/2020,5/10/2023,5252025
child_care_centers,93624711,SMART START PRESCHOOL CAMERON PARK INF.,SMART START PRESCHOOL CAMERON PARK INF.,"TODD, JACKLYN",(916) 303-0851,2558 GREENWOOD LANE SUITE A,CAMERON PARK,CA,95682,EL DORADO,3,10,CLOSED,4/26/2023,4/8/2025,5252025
child_care_centers,394500196,ST GEORGE,EL CONCILIO CALIFORNIA,"GUILLEN, PETRA",(209) 463-1540,144 WEST FIFTH ST,STOCKTON,CA,95206,SAN JOAQUIN,53,12,CLOSED,6/25/2020,6/14/2022,5252025
child_care_centers,197419885,ST TIMOTHY EPISCOPAL CHURCH/BUNDLE OF JOY INFANT,ST. TIMOTHY EPISCOPAL CHURCH/BUNDLE OF JOY INFANT,BRUCE BOYDEN,(310) 638-6319,312 OLEANDER AVENUE,COMPTON,CA,90220,LOS ANGELES,54,4,INACTIVE,7/23/2015,,5252025
child_care_centers,493009703,STARS INFANT & TODDLER PROGRAM,"LOPEZ, JYNX",MICHELLE SWEENEY,(707) 869-3850,17130 HIGHWAY 116,GUERNEVILLE,CA,95446,SONOMA,1,10,CLOSED,10/24/2018,6/30/2022,5252025
child_care_centers,73405630,STEPPING STONES LEARNING CENTER II,"GIANT NA'S ENTERPRISES, INC.",KOU MEI NA,(925) 820-8820,2691 CROW CANYON RD.,SAN RAMON,CA,94583,CONTRA COSTA,52,7,CLOSED,1/23/2007,10/10/2023,5252025
child_care_centers,45400485,STORYBOOK SCHOOLHOUSE,"VINSONHALER, DENI AND CLIFF","MILLER, HEATHER",(530) 895-8793,794 EAST 3RD AVENUE,CHICO,CA,95926,BUTTE,13,8,CLOSED,4/14/1995,9/28/2022,5252025
child_care_centers,45408211,STORYBOOK SCHOOLHOUSE INFANT,"BRIGHT FUTURES CHILDCARE CENTER, INC",ELIZABETH GIVENS,(530) 895-8793,794 E 3RD AVE,CHICO,CA,95926,BUTTE,13,12,CLOSED,1/27/2023,4/8/2025,5252025
child_care_centers,274415085,ST. DUNSTAN'S PRESCHOOL,"RECTOR,WARDENS&VESTRYMEN OF ST. DUNSTAN'S PARISH","PROULX, LAUREN",(831) 624-9250,28003 ROBINSON CANYON ROAD,CARMEL,CA,93923,MONTEREY,7,6,CLOSED,8/16/2016,7/8/2020,5252025
child_care_centers,376701515,SUNSHINE'S PRESCHOOL ACADEMY,"SERRANO, CONNIE",CONNIE SERRANO,(619) 431-8202,3205 WASHINGTON STREET,LEMON GROVE,CA,91945,SAN DIEGO,20,12,CLOSED,,2/22/2022,5252025
child_care_centers,197419717,SUNSHINE ACADEMY,"THOMAS, TANESHA W.","THOMAS, TANESHA W.",(310) 951-9361,3661-3663 W. IMPERIAL HWY,INGLEWOOD,CA,90303,LOS ANGELES,30,8,CLOSED,6/23/2015,8/27/2024,5252025
child_care_centers,525406879,"SUNSHINE SCHOOLHOUSE, THE","MASON, ANGEL","DIEHL, KAYLA",(530) 824-2041,912 SOLANO ST,CORNING,CA,96021,TEHAMA,13,11,CLOSED,2/2/2016,11/13/2020,5252025
child_care_centers,45407133,SUPER LUPER CUBS - INFANT CENTER,"VANDERMATE, CHALISE","VANDERMATE, CHALISE",(530) 809-4893,181 E SHASTA AVE.,CHICO,CA,95973,BUTTE,13,12,CLOSED,9/7/2017,3/1/2021,5252025
child_care_centers,367750045,SWEET HARMONY CHILD CARE,TARA KIRTON,TARA KIRTON,(760) 980-2941,"400 S 2ND AVE, SUITE 201",BARSTOW,CA,92311,SAN BERNARDINO,12,8,CLOSED,,8/24/2023,5252025
child_care_centers,434416689,SWEET HEARTS PRESCHOOL,SWEET HEARTS PRESCHOOL LLC,STEFANIE NANEZ,(408) 429-8644,2720 SOUTH BASCOM AVENUE,SAN JOSE,CA,95124,SANTA CLARA,7,8,CLOSED,12/22/2020,4/30/2025,5252025
child_care_centers,455407586,SWEET PEA ACADEMY,"S&R ENTERPRISES, INC.","AMES, SHANNON",(530) 221-6488,3500 CHURN CREEK ROAD,REDDING,CA,96002,SHASTA,13,4,CLOSED,8/12/2019,8/1/2020,5252025
child_care_centers,73408883,SYCAMORE VALLEY DAY SCHOOL,SYCAMORE VALLEY DAY SCHOOL,"DEYHIM, FEDRA",(925) 736-2181,1500 SHERBURNE HILLS ROAD,DANVILLE,CA,94526,CONTRA COSTA,2,7,CLOSED,11/23/2020,4/28/2025,5252025
child_care_centers,393605193,TAM O'SHANTER EARLY CARE & LEARNING CENTER,"CREATIVE CHILD CARE, INC.",DIANA ESPINOSA,(209) 956-2686,7505 TAM O'SHANTER DRIVE,STOCKTON,CA,95210,SAN JOAQUIN,53,12,CLOSED,12/17/1999,11/8/2024,5252025
child_care_centers,197492798,TEMPLE AHAVAT SHALOM EARLY CHILDHOOD EDU. CTR.,TEMPLE AHAVAT SHALOM EARLY CHILDHOOD EDU CTR,"CRAMER, TESSA ANN",(818) 360-2258,18200 RINALDI PLACE,NORTHRIDGE,CA,91326,LOS ANGELES,12,12,CLOSED,5/13/2016,8/31/2020,5252025
child_care_centers,153808864,THERESE M. HALL CHILDREN'S CENTER,DESERT AREA RESOURCES AND TRAINING,MELODY SWEANY,(760) 375-9787,216 N. GOLD CANYON DRIVE,RIDGECREST,CA,93555,KERN,12,10,CLOSED,4/24/2015,2/22/2024,5252025
child_care_centers,376105079,THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",NICOLLE DANIELS,(760) 440-0014,217 EARLHAM STREET,RAMONA,CA,92065,SAN DIEGO,51,12,CLOSED,7/16/2022,6/17/2024,5252025
child_care_centers,376701147,THOMSEN LEARNING CENTER - INFANT,"THOMSEN, PAMELA",NICOLE DANIELS,(760) 440-0014,1122 B STREET,RAMONA,CA,92065,SAN DIEGO,51,12,CLOSED,6/5/2015,7/16/2022,5252025
child_care_centers,103810087,TINY TOWN,PARLIER UNIFIED SCHOOL DISTRICT,"DIAZ, RUBEN",(559) 646-2731,601 THIRD ST,PARLIER,CA,93648,FRESNO,57,8,CLOSED,10/22/2019,8/28/2023,5252025
child_care_centers,475403784,TLC'S SMALL BLESSINGS,"HASKINS, JULIE","HASKINS, JULIE",(530) 667-5355,427 G STREET,TULELAKE,CA,96134,SISKIYOU,13,8,CLOSED,9/4/2003,5/26/2021,5252025
child_care_centers,566215902,"TODDLER FRONTIER, THE","THOMSON, DANIELLE RAE",DANIELLE RAE THOMSON,(805) 746-6903,"2261 PALMA DRIVE, SUITE 1",VENTURA,CA,93003,VENTURA,17,6,CLOSED,,6/22/2020,5252025
child_care_centers,197417963,"TODDLERS CLUBHOUSE AND PRESCHOOL INC., THE",CARRIE L. REED TODDLERS CLUBHOUSE & PRESCHOOL INC.,CARRIE L. REED,(818) 996-1077,18900 SATICOY STREET,RESEDA,CA,91335,LOS ANGELES,58,12,CLOSED,1/9/2012,1/21/2024,5252025
child_care_centers,343623950,TOTS OF LOVE - CITRUS HEIGHTS,"TOTS OF LOVE CHILD DEVELOPMENT CENTER, LLC","WOODS, WANDA",(916) 560-9699,7312 ANTELOPE ROAD,CITRUS HEIGHTS,CA,95621,SACRAMENTO,3,12,ON PROBATION,6/22/2021,,5252025
child_care_centers,343621634,TOTS OF LOVE DEVELOPMENT CENTER (INF),"TOTS OF LOVE DEVELOPMENT CENTER, LLC","WILLIAMS, COURTNEY",(916) 222-1018,5619 MARCONI AVENUE,CARMICHAEL,CA,95608,SACRAMENTO,3,6,CLOSED,8/10/2017,9/2/2022,5252025
child_care_centers,503808824,TREEHOUSE CHRISTIAN PRESCHOOL 2,"TCP2, INC.","YIARIN, AMY",(209) 312-9449,3301 COFFEE ROAD,MODESTO,CA,95355,STANISLAUS,4,8,CLOSED,10/16/2013,6/1/2020,5252025
child_care_centers,13419423,TUDORKA TOTS INFANT AND PRESCHOOL CENTER,"ZIMANY, FRANCOIS AND RENATA",DEMAY NAUSZIKA,(510) 530-1585,5040 MOUNTAIN BOULEVARD,OAKLAND,CA,94619,ALAMEDA,2,13,CLOSED,7/13/2009,10/1/2020,5252025
child_care_centers,573620071,TWINKLE LITTLE STAR CENTER,"INIGUEZ, JOSEFINA & ROSARIO","INIGUEZ, JOSEFINA",(530) 204-9709,1401 EAST GUM AVE,WOODLAND,CA,95776,YOLO,53,12,CLOSED,1/16/2015,1/31/2025,5252025
child_care_centers,304371507,UNIQUE 2THE PEAK CHILDREN'S ACADEMY,"MEZA, REBECCA",VIVIANA MEZA,(651) 220-4206,1309 SOUTH BROOKHURST STREET,ANAHEIM,CA,92804,ORANGE,6,6,CLOSED,8/5/2021,12/23/2024,5252025
child_care_centers,195700207,VALLEY NURSERY SCHOOL,KEVIN CHONG YI,KEVIN CHONG YI,(818) 782-8630,13645 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,58,10,CLOSED,,2/28/2024,5252025
child_care_centers,197494823,VALLEY NURSERY SCHOOL,KEVIN CHONG YI,KEVIN CHONG YI,(818) 782-8630,6948 WOODMAN AVENUE,VALLEY GLEN,CA,91405,LOS ANGELES,58,11,CLOSED,11/19/2021,8/24/2023,5252025
child_care_centers,343624002,VILLAGE EARLY LEARNING CENTER,TWIN RIVERS UNIFIED SCHOOL DISTRICT,TOMIKA RAINEAR,(916) 566-3485,6845 LARCHMONT DRIVE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,3,8,CLOSED,11/30/2021,11/8/2023,5252025
child_care_centers,376300100,VISTA MONTESSORI COUNTRY PRESCHOOL,WAKE PROPERTIES INC,MANDY LEE,(760) 945-9222,777 TAYLOR STREET,VISTA,CA,92084,SAN DIEGO,10,8,CLOSED,3/9/2020,7/28/2021,5252025
child_care_centers,197750108,WANNA PLAY PLAYCARE,K&M CORPORATION,KARINA ALVARDO,(661) 501-2301,"26837 BOUQUET CANYON RD,",SANTA CLARITA,CA,91350,LOS ANGELES,12,7,CLOSED,5/7/2021,1/26/2024,5252025
child_care_centers,243808874,WESTSIDE HEAD START/EARLY HEAD START,MERCED COUNTY OFFICE OF EDUCATION,"MENDOZA, MISTY",(209) 827-5696,805 TEXAS AVENUE,LOS BANOS,CA,93635,MERCED,4,8,CLOSED,8/19/2014,6/21/2021,5252025
child_care_centers,73408235,WHERE THE WILD THINGS PLAY PRESCHOOL,WHERE THE WILD THINGS PLAY PRESCHOOL,"CASWELL, ANGELA",(925) 378-0180,2551 PLEASANT HILL RD,PLEASANT HILL,CA,94523,CONTRA COSTA,2,12,CLOSED,5/31/2017,10/19/2021,5252025
child_care_centers,343616446,WHISPERING OAK MONTESSORI ACADEMY,"WHISPERING OAK MONTESSORI, INC.","DANIELS, HASHIMAH",(916) 722-8118,8085 OAK AVENUE,CITRUS HEIGHTS,CA,95610,SACRAMENTO,3,8,CLOSED,12/20/2010,6/14/2021,5252025
child_care_centers,364844655,WHIZ KIDS MONTESSORI SCHOOL,CHAMARTY GROUP,KATYAINI CHAMARTY,(909) 972-0099,14260 CHINO HILLS PKWY.,CHINO HILLS,CA,91709,SAN BERNARDINO,9,12,CLOSED,3/19/2018,2/9/2024,5252025
child_care_centers,304371491,WISDOM MISSION PRESCHOOL,"LIM, CHANGSOOK","CHUNG, SAE REV.",(714) 995-1900,5851 NEWMAN STREET,CYPRESS,CA,90630,ORANGE,6,4,CLOSED,,4/14/2021,5252025
child_care_centers,304270421,WOODCREST PRE-SCHOOL,"WOODCREST PRE-SCHOOLS, INC.","PINVIDIC, LEAH",(949) 859-0805,21772 LAKE FOREST DRIVE,LAKE FORESR,CA,92630,ORANGE,6,12,CLOSED,9/17/1997,5/14/2021,5252025
child_care_centers,393620552,WRITESTART LEARNING CENTER,"BARBER, LAURA JEANINE","BARBER, LAURA",(209) 956-5437,4453 PRECISSI LANE,STOCKTON,CA,95207,SAN JOAQUIN,53,7,CLOSED,7/30/2015,6/15/2021,5252025
child_care_centers,304371493,YMCA OF GREATER WHITTIER-RANCHO PRESCHOOL,YMCA OF GREATER WHITTIER-RANCHO PRESCHOOL,"RIVERS, JAMILA",(562) 551-9082,14540 SAN CRISTOBA DRIVE,LA MIRADA,CA,90638,ORANGE,6,12,CLOSED,4/27/2021,1/31/2023,5252025
child_care_centers,343623107,YOUNG EXPLORERS (INF),"JMD CREATION, INC.","OCHOA, DEBORAH",(408) 306-3795,"8065 ELK GROVE FLORIN RD, #150",SACRAMENTO,CA,95829,SACRAMENTO,3,12,CLOSED,11/7/2019,9/28/2022,5252025
child_care_centers,493010194,YWCA STARS INFANT-GUERNEWOOD,YWCA OF SONOMA COUNTY,MICHELLE SWEENWY,(707) 604-7652,17130 HWY. 116,GUERNEVILLE,CA,95446,SONOMA,1,10,CLOSED,7/1/2022,5/12/2023,5252025
child_care_centers,493010383,YWCA STARS INFANT CENTER,YWCA OF SONOMA COUNTY,MICHELLE SWEENEY,(707) 865-0223,20700 FOOTHILL DRIVE,MONTE RIO,CA,95462,SONOMA,1,8,CLOSED,5/12/2023,6/13/2024,5252025
child_care_centers,376701111,A PLACE OF OUR OWN CDC SCHOOL AGE,"A PLACE OF OUR OWN CDC, INC.",FELICIA PEOPLES,(760) 745-0115,1851 E. WASHINGTON AVENUE,ESCONDIDO,CA,92027,SAN DIEGO,10,12,CLOSED,10/31/2014,8/31/2020,5252025
child_care_centers,197417543,"A PLACE TWO GROW, INC.","CARSON, RACHELLE",CARSON RACHELLE,(323) 295-3114,3770 SANTA ROSALIA DRIVE,LOS ANGELES,CA,90008,LOS ANGELES,58,7,CLOSED,7/7/2011,5/15/2023,5252025
child_care_centers,394500632,"ACADEMY OF LEARNERS CDC, LLC","ACADEMY OF LEARNERS CDC, LLC",ELLA TEMPLE BAUMER,(209) 605-0626,19047 MAIN STREET,LINDEN,CA,95236,SAN JOAQUIN,53,11,CLOSED,6/29/2022,6/26/2024,5252025
child_care_centers,198012857,ALTADENA BOYS & GIRLS ACADEMY,GAYANI NEANGODA,GAYANI NEANGODA,(626) 345-0540,2151 N. LAKE AVENUE,ALTADENA,CA,91001,LOS ANGELES,33,13,INACTIVE,2/23/2007,,5252025
child_care_centers,153810125,BRIGHT FUTURES PRESCHOOL,BRIGHT FUTURES PRESCHOOL LLC,"OKAMOTO, JESSICA",(661) 631-5555,608 KENTUCKY,BAKERSFIELD,CA,93305,KERN,57,11,CLOSED,9/17/2020,8/31/2022,5252025
child_care_centers,384002149,BRIGHT HORIZONS @ SECOND STREET - SCHOOL AGE,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC","JONES, ASHLEY",(415) 495-2500,"303 2ND STREET, 2ND FLR. #250",SAN FRANCISCO,CA,94107,SAN FRANCISCO,5,12,CLOSED,3/21/2012,6/1/2024,5252025
child_care_centers,434416459,CABRILLO MONTESSORI SCHOOL,COLLEEN NOLL,MILINH VILLANUEVA,(408) 263-6330,2495 CABRILLO AVENUE,SANTA CLARA,CA,95051,SANTA CLARA,7,12,CLOSED,,9/21/2020,5252025
child_care_centers,364846218,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,"MCHINNTS, SOPHIA",(909) 571-5499,1558 W BASELINE ST,SAN BERNARDINO,CA,92411,SAN BERNARDINO,9,13,CLOSED,7/19/2022,11/9/2023,5252025
child_care_centers,360909088,CAROUSEL OF KIDS PRESCHOOL AND DAYCARE,OLYMPIA KILMER; GORETE COSTA; MARLENE WILLISON,"KILMER, O./COSTA G.",(760) 243-2273,24929 NATIONAL TRAILS HIGHWAY,HELENDALE,CA,92342,SAN BERNARDINO,12,10,CLOSED,5/30/1989,9/27/2024,5252025
child_care_centers,426216006,CASA DEI BAMBINI SCHOOL AGE,"DAWSON, ELIZABETH",ELIZABETH DAWSON,(805) 348-3690,624 EAST CAMINO COLEGIO,SANTA MARIA,CA,93454,SANTA BARBARA,17,12,CLOSED,,11/30/2020,5252025
child_care_centers,45408054,CHICO CHILD DEVELOPMENT CENTER,CHICO CHILD DEVELOPMENT CENTER,"SALAS, ANGELICA LOPEZ",(530) 228-0653,115 OAK STREET,CHICO,CA,95928,BUTTE,13,6,CLOSED,5/13/2022,5/22/2024,5252025
child_care_centers,45407900,CHICO CHILD DEVELOPMENT CENTER- SCHOOL AGE,"CAPERELLO, SHELLY","CAPERELLO, SHELLY",(530) 894-1778,850 PALMETTO AVE,CHICO,CA,95926,BUTTE,13,6,CLOSED,6/10/2021,6/8/2022,5252025
child_care_centers,15700524,CHILD LEAP CENTER,ARABIC & BEYOND CULTURAL CENTER,"ELDEEB, SAHAR",(510) 335-9712,4181 IRVINGTON AVENUE,FREMONT,CA,94538,ALAMEDA,52,8,CLOSED,,6/21/2022,5252025
child_care_centers,103810240,"CLOUD LEARNING CENTER, THE",BW CHILDCARE LLC,YVETTE HERNANDEZ,(559) 365-4004,2348 VENTURA ST,FRESNO,CA,93721,FRESNO,4,12,CLOSED,,4/20/2023,5252025
child_care_centers,493009957,CLOVERDALE EAGLETS PRESCHOOL & DAYCARE CENTER-S/A,"BOEHM, JEANETTE","BOEHM, JEANETTE",(707) 894-6037,530 NORTH CLOVERDALE BLVD,CLOVERDALE,CA,95425,SONOMA,1,9,CLOSED,10/20/2020,10/2/2024,5252025
child_care_centers,198014159,COVINA GATEWAY MONTESSORI SCHOOL,"COVINA GATEWAY MONTESSORI SCHOOL, INC.",CHARMAINE MANAGE,(626) 967-0044,344 E. ROWLAND STREET,COVINA,CA,91723,LOS ANGELES,33,12,INACTIVE,5/28/2008,,5252025
child_care_centers,435700726,CRESCENT MONTESSORI SCHOOL,"MAIN STREET MONTESSORI, INC.","SEVILLA, JEA",(408) 263-6330,1651 N. MILPITAS BLVD.,MILPITAS,CA,95035,SANTA CLARA,52,10,CLOSED,,4/8/2021,5252025
child_care_centers,103810183,CURIOUS KIDS ENRICHMENT CENTER,"BETTS, CHRISTY","BETTS, CHRISTY",(559) 549-1005,7955 N CEDAR #103,FRESNO,CA,93720,FRESNO,4,10,CLOSED,,4/3/2023,5252025
child_care_centers,198003026,ESTHER'S NEST CHILDREN SCHOOL #2,"SZETO, ESTHER","SZETO, ESTHER",(626) 280-5072,313 & 315 N. NEW AVENUE,MONTEREY PARK,CA,91755,LOS ANGELES,33,9,INACTIVE,9/3/1997,,5252025
child_care_centers,540405300,EXETER GINGERBREAD HOUSE,"JAN-CARE, INC.",TIFFANY RISENHOOVER,(559) 594-5566,137 N. ORANGE,EXETER,CA,93221,TULARE,57,10,CLOSED,4/27/1988,4/17/2024,5252025
child_care_centers,376105095,G3 KIDS UTC INC,"BRITVAR, PAUL",SHAYLYN GARAY,(858) 333-1729,4313 LA JOLLA VILLAGE DR #3270,SAN DIEGO,CA,92122,SAN DIEGO,51,9,CLOSED,,6/24/2022,5252025
child_care_centers,364806463,GINGERBREAD LEARNING CENTER OF DESERT KNOLLS,"WAGNER, VIRGINIA","WAGNER, VIRGINIA",(760) 946-3399,15749 OLALEE ROAD,APPLE VALLEY,CA,92307,SAN BERNARDINO,12,9,CLOSED,9/14/1999,2/11/2022,5252025
child_care_centers,334846392,HAPPY WORLD PRESCHOOL,HAPPY WORLD PRESCHOOL,"CASTRO,JENNIFER",(951) 643-8657,2641 GREEN RIVER RD UNIT 101,CORONA,CA,92882,RIVERSIDE,9,6,CLOSED,,6/5/2023,5252025
child_care_centers,334846106,HAPPY WORLD PRESCHOOL,MANZAR FAROOQUI,"TAPIA, ARACELI",(562) 219-1045,2641 GREEN RIVER RD STE 101,CORONA,CA,92882,RIVERSIDE,9,12,CLOSED,1/5/2022,3/27/2023,5252025
child_care_centers,376105066,HIGHLAND ACADEMY,"HOMEROOM, LLC",CASSANDRA HALL,(760) 936-6722,3016 HIGHLAND DRIVE,CARLSBAD,CA,92008,SAN DIEGO,51,8,CLOSED,8/2/2021,7/10/2024,5252025
child_care_centers,13423116,HOPE'S LITTLE LAMBS DAYCARE,E.C. REEMS COMMUNITY SERVICES,"REEMS, MARIA",(510) 206-7646,8411 MACARTHUR BOULEVARD,OAKLAND,CA,94605,ALAMEDA,2,12,CLOSED,,5/11/2022,5252025
child_care_centers,192004488,IVY PRE-SCHOOL & KINDERGARTEN,"SAN MARINO LEARNING CENTER, INC.",SUN KYUNG LEE,(213) 368-9222,939 S. KINGSLEY DRIVE,LOS ANGELES,CA,90006,LOS ANGELES,33,11,CLOSED,12/4/2000,9/21/2021,5252025
child_care_centers,503810141,JUST KID'N AROUND CHILDCARE,"PERSHALL, MELISSA","PERSHALL, MELISSA",(209) 869-5900,4718 BROADWAY AVE,SALIDA,CA,95368,STANISLAUS,4,12,CLOSED,,2/9/2021,5252025
child_care_centers,313623948,KAP ACHIEVERS LLC/ DBA: STERLING MONTESSORI SA,KAP ACHIEVERS LLC,JUAN PAOLO SARMIENTO,(916) 434-7000,821 STERLING PARKWAY,LINCOLN,CA,95648,PLACER,3,12,CLOSED,,6/17/2022,5252025
child_care_centers,198021027,KUDOS CHILDCARE CENTER,AIDA DE JONG & JOHANA DAVILA,"AIDA DE JONG,JOHANA DAVILA",(909) 764-4077,640 S. GAREY AVE,POMONA,CA,91766,LOS ANGELES,33,5,CLOSED,,9/30/2022,5252025
child_care_centers,376701472,LEARNING JUNGLE - LA MESA CAMPUS,LEARNING JUNGLE SCHOOLS (SAN DIEGO) INC.,AMANDA LUNDY,(619) 589-9196,7484 UNIVERSITY AVENUE STE 100,LA MESA,CA,91942,SAN DIEGO,20,12,CLOSED,,10/27/2020,5252025
child_care_centers,343623784,LEARNING TO LOVE DEVELOPMENT CENTER LLC,LEARNING TO LOVE DEVELOPMENT CENTER LLC,ANGEL BOONE,(916) 475-1622,4340 STOCKTON BLVD,SACRAMENTO,CA,95820,SACRAMENTO,3,5,CLOSED,4/23/2021,3/14/2024,5252025
child_care_centers,364844393,LILLY BUG'S CHILDREN'S CENTER,"ROMERO, ANNETTE",ANNETTE ROMERO,(760) 249-8095,1242 EVERGREEN ROAD,WRIGHTWOOD,CA,92397,SAN BERNARDINO,12,10,CLOSED,6/12/2017,5/19/2021,5252025
child_care_centers,197750087,LITTLE EXPLORERS PRESCHOOL CENTER,ASHLEY ALVA,ASHLEY ALVA,(661) 522-3555,44832 CEDAR AVE,LANCASTER,CA,93534,LOS ANGELES,12,6,CLOSED,7/9/2020,5/16/2022,5252025
child_care_centers,198020746,LITTLE SEED CHILD DEVELOPMENT CENTER,JESUS LOVES CHILDREN MISSION GROUP/LSCD/ZHIJING WU,"MA, BO",(626) 551-8228,630 N. RODEO WAY,WALNUT,CA,91789,LOS ANGELES,33,12,CLOSED,,5/21/2021,5252025
child_care_centers,192006263,LITTLE THINKERS SCHOOL-AGE CENTER,"JOHNSON, AUSTRALIA",MICHELLE NANCE,(310) 671-9795,1415 CENTINELA AVENUE,INGLEWOOD,CA,90302,LOS ANGELES,30,11,CLOSED,7/17/2001,1/1/2021,5252025
child_care_centers,45408135,LITTLE UNIVERSITY OF CHICO SCHOOL AGE,"TWEEDT, LACEY","TWEEDT, LACEY",(530) 604-1475,2010 NOTRE DAME BLVD,CHICO,CA,95928,BUTTE,13,13,CLOSED,,12/6/2022,5252025
