facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,file_date,address_normalized,full_address,fraud_score,fraud_flags,licensee_normalized,license_year
family_child_care_homes,313623582,"MOLINI, JENNIFER","MOLINI, JENNIFER","MOLINI, JENNIFER",(916) 878-7762,Unavailable,PENRYN,CA,95663,PLACER,3,14,LICENSED,2020-06-19,,5252025,UNAVAILABLE,"UNAVAILABLE, PENRYN",2,DUPLICATE_ADDRESS; ,"MOLINI, JENNIFER",2020.0
family_child_care_homes,376101004,"MOMAND, PARWIN & BASBIBI FAMILY CHILD CARE","MOMAND, PARWIN & BASBIBI",PARWIN & BASBIBI M.,(619) 396-6304,Unavailable,LAKESIDE,CA,92040,SAN DIEGO,51,14,LICENSED,2022-04-25,,5252025,UNAVAILABLE,"UNAVAILABLE, LAKESIDE",2,DUPLICATE_ADDRESS; ,"MOMAND, PARWIN & BASBIBI",2022.0
family_child_care_homes,304313990,"MONDINO, MENGDI","MONDINO, MENGDI","MONDINO, MENGDI",(949) 232-4711,Unavailable,LAKE FOREST,CA,92630,ORANGE,6,14,LICENSED,2022-07-01,,5252025,UNAVAILABLE,"UNAVAILABLE, LAKE FOREST",2,DUPLICATE_ADDRESS; ,"MONDINO, MENGDI",2022.0
family_child_care_homes,376100987,"MONQAD, GULSOOM FAMILY CHILD CARE","MONQAD, GULSOOM",GULSOOM MONQAD,(619) 906-1975,Unavailable,EL CAJON,CA,92019,SAN DIEGO,51,14,LICENSED,2022-03-02,,5252025,UNAVAILABLE,"UNAVAILABLE, EL CAJON",2,DUPLICATE_ADDRESS; ,"MONQAD, GULSOOM",2022.0
family_child_care_homes,198020569,MONROE FAMILY CHILD CARE,BRIA LYNN MONROE,BRIA MONROE,(626) 298-5201,Unavailable,TEMPLE CITY,CA,91780,LOS ANGELES,33,14,LICENSED,2020-07-01,,5252025,UNAVAILABLE,"UNAVAILABLE, TEMPLE CITY",2,DUPLICATE_ADDRESS; ,BRIA LYNN MONROE,2020.0
family_child_care_homes,334846303,MONROY ALMENARA FAMILY CHILD CARE,"MONROY ALMENARA, LESBIA",LESBIA MONROY ALMENARA,(253) 332-4833,Unavailable,PALM SPRINGS,CA,92264,RIVERSIDE,9,12,LICENSED,2022-11-04,,5252025,UNAVAILABLE,"UNAVAILABLE, PALM SPRINGS",2,DUPLICATE_ADDRESS; ,"MONROY ALMENARA, LESBIA",2022.0
family_child_care_homes,336300196,MONROY FAMILY CHILD CARE,"MONROY,SILVIA","MONROY,SILVIA",(951) 473-6319,Unavailable,MENIFEE,CA,92584,RIVERSIDE,10,14,LICENSED,2020-08-11,,5252025,UNAVAILABLE,"UNAVAILABLE, MENIFEE",2,DUPLICATE_ADDRESS; ,"MONROY,SILVIA",2020.0
family_child_care_homes,336300447,MONTANO FAMILY CHILD CARE HOME,"MONTANO,JANELLY/MONTANO,DENISE",JANELLY/DENISE MONTANO,(619) 346-5461,Unavailable,WINCHESTER,CA,92596,RIVERSIDE,10,14,LICENSED,2022-10-03,,5252025,UNAVAILABLE,"UNAVAILABLE, WINCHESTER",2,DUPLICATE_ADDRESS; ,"MONTANO,JANELLY/MONTANO,DENISE",2022.0
family_child_care_homes,197495032,MONTEIRO FAMILY CHILD CARE,SHAVON MONTEIRO,SHAVON MONTEIRO,(323) 413-3521,Unavailable,LOS ANGELES,CA,90008,LOS ANGELES,58,14,LICENSED,2022-03-16,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",2,DUPLICATE_ADDRESS; ,SHAVON MONTEIRO,2022.0
family_child_care_homes,153911436,"MONTEON, JANEEN FAMILY CHILD CARE","MONTEON, JANEEN","MONTEAN, JANEEN",(661) 361-3816,Unavailable,LAKE ISABELLA,CA,93240,KERN,57,14,LICENSED,2021-06-07,,5252025,UNAVAILABLE,"UNAVAILABLE, LAKE ISABELLA",0,,"MONTEON, JANEEN",2021.0
family_child_care_homes,334845823,MONTES FAMILY CHILD CARE,"MONTES,ELOISA","MONTES, ELOISA",(760) 879-1288,Unavailable,THERMAL,CA,92274,RIVERSIDE,10,14,LICENSED,2020-06-16,,5252025,UNAVAILABLE,"UNAVAILABLE, THERMAL",2,DUPLICATE_ADDRESS; ,"MONTES,ELOISA",2020.0
family_child_care_homes,198020580,MONTES FAMILY CHILD CARE,MARTHA P. MONTES,MARTHA MONTES,(626) 443-1581,Unavailable,EL MONTE,CA,91733,LOS ANGELES,33,14,LICENSED,2020-08-01,,5252025,UNAVAILABLE,"UNAVAILABLE, EL MONTE",2,DUPLICATE_ADDRESS; ,MARTHA P. MONTES,2020.0
family_child_care_homes,153911636,"MONTES, GRECIA FAMILY CHILD CARE","MONTES, GRECIA","MONTES, GRECIA",(626) 366-0317,Unavailable,WASCO,CA,93280,KERN,57,14,LICENSED,2021-11-03,,5252025,UNAVAILABLE,"UNAVAILABLE, WASCO",2,DUPLICATE_ADDRESS; ,"MONTES, GRECIA",2021.0
family_child_care_homes,376300534,MONTIEL FAMILY CHILD CARE,"MONTIEL, DENISSE","MONTIEL, DENISSE",(442) 317-1989,Unavailable,ESCONDIDO,CA,92027,SAN DIEGO,10,14,LICENSED,2022-12-01,,5252025,UNAVAILABLE,"UNAVAILABLE, ESCONDIDO",2,DUPLICATE_ADDRESS; ,"MONTIEL, DENISSE",2022.0
family_child_care_homes,198020462,MONTIEL FAMILY CHILD CARE,MIRIAM & HECTOR MONTIEL,MIRIAM & HECTOR MONTIEL,(323) 637-9877,Unavailable,PICO RIVERA,CA,90660,LOS ANGELES,33,14,LICENSED,2020-01-27,,5252025,UNAVAILABLE,"UNAVAILABLE, PICO RIVERA",2,DUPLICATE_ADDRESS; ,MIRIAM & HECTOR MONTIEL,2020.0
family_child_care_homes,243911695,"MONTOYA CONTRERAS, JOHANA FAMILY CHILD CARE","MONTOYA CONTRERAS, JOHANA","MONTOYA CONTRERAS, JOHANA",(408) 680-9760,Unavailable,LOS BANOS,CA,93635,MERCED,4,14,LICENSED,2022-02-09,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS BANOS",2,DUPLICATE_ADDRESS; ,"MONTOYA CONTRERAS, JOHANA",2022.0
family_child_care_homes,198400286,MOORE FAMILY CHILD CARE,CHRYSTAL INDERA MOORE,CHRYSTAL MOORE,(562) 362-9727,Unavailable,LONG BEACH,CA,90805,LOS ANGELES,54,14,LICENSED,2020-10-08,,5252025,UNAVAILABLE,"UNAVAILABLE, LONG BEACH",2,DUPLICATE_ADDRESS; ,CHRYSTAL INDERA MOORE,2020.0
family_child_care_homes,376629128,"MOORE, CHERYL FAMILY CHILD CARE","MOORE, CHERYL",CHERYL MOORE,(619) 508-8942,Unavailable,LEMON GROVE,CA,91945,SAN DIEGO,20,14,LICENSED,2021-08-02,,5252025,UNAVAILABLE,"UNAVAILABLE, LEMON GROVE",2,DUPLICATE_ADDRESS; ,"MOORE, CHERYL",2021.0
family_child_care_homes,394500218,"MOORE, KENNEISHA","MOORE, KENNEISHA","MOORE, KENNEISHA",(916) 738-9690,Unavailable,STOCKTON,CA,95209,SAN JOAQUIN,53,14,LICENSED,2020-04-13,,5252025,UNAVAILABLE,"UNAVAILABLE, STOCKTON",2,DUPLICATE_ADDRESS; ,"MOORE, KENNEISHA",2020.0
family_child_care_homes,336300549,MORA FAMILY CHILD CAR,MARITZA MORA,MARITZA MORA,(760) 906-1663,Unavailable,COACHELLA,CA,92236,RIVERSIDE,10,14,LICENSED,2022-07-15,,5252025,UNAVAILABLE,"UNAVAILABLE, COACHELLA",2,DUPLICATE_ADDRESS; ,MARITZA MORA,2022.0
family_child_care_homes,434416022,"MORALES DE QUINTERO, LOURDES","MORALES DE QUINTERO, LOURDES",LOURDES MORALES DE QUINTER,(408) 242-5867,Unavailable,SUNNYVALE,CA,94086,SANTA CLARA,7,14,LICENSED,2021-10-01,,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",2,DUPLICATE_ADDRESS; ,"MORALES DE QUINTERO, LOURDES",2021.0
family_child_care_homes,543911650,"MORALES DIAZ, CARMEN FAMILY CHILD CARE","MORALES DIAZ, CARMEN","MORALES DIAZ,CARMEN",(559) 586-1985,Unavailable,LINDSAY,CA,93247,TULARE,57,14,LICENSED,2021-12-08,,5252025,UNAVAILABLE,"UNAVAILABLE, LINDSAY",2,DUPLICATE_ADDRESS; ,"MORALES DIAZ, CARMEN",2021.0
family_child_care_homes,367700251,MORALES FAMILY CHILD CARE,MARISOL MORALES,MARISOL MORALES,(760) 617-2031,Unavailable,ADELANTO,CA,92301,SAN BERNARDINO,12,14,LICENSED,2021-12-22,,5252025,UNAVAILABLE,"UNAVAILABLE, ADELANTO",2,DUPLICATE_ADDRESS; ,MARISOL MORALES,2021.0
family_child_care_homes,136610553,"MORALES, KARLA FAMILY CHILD CARE","MORALES, KARLA",KARLA MORALES,(760) 427-9150,Unavailable,BRAWLEY,CA,92227,IMPERIAL,20,14,LICENSED,2021-08-18,,5252025,UNAVAILABLE,"UNAVAILABLE, BRAWLEY",2,DUPLICATE_ADDRESS; ,"MORALES, KARLA",2021.0
family_child_care_homes,367700188,MORAN AND GONZALEZ FAMILY CHILD CARE,"MORAN, ORBELINA, GONZALEZ, HILDA","MORAN, ORBELINA, GONZALEZ,",(760) 998-6082,Unavailable,HESPERIA,CA,92345,SAN BERNARDINO,12,14,LICENSED,2021-04-14,,5252025,UNAVAILABLE,"UNAVAILABLE, HESPERIA",2,DUPLICATE_ADDRESS; ,"MORAN, ORBELINA, GONZALEZ, HILDA",2021.0
family_child_care_homes,376629080,"MORAN, NEREIDA FAMILY CHILD CARE","MORAN, NEREIDA",NEREIDA MORAN,(619) 852-8971,Unavailable,SAN DIEGO,CA,92154,SAN DIEGO,20,14,LICENSED,2021-04-23,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"MORAN, NEREIDA",2021.0
family_child_care_homes,376629395,"MORAN, VIANEY FAMILY CHILD CARE","MORAN, VIANEY",VIANEY MORAN,(619) 622-8424,Unavailable,SAN YSIDRO,CA,92173,SAN DIEGO,20,14,LICENSED,2022-09-19,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN YSIDRO",2,DUPLICATE_ADDRESS; ,"MORAN, VIANEY",2022.0
family_child_care_homes,73409081,"MORENO, ANA","MORENO, ANA","MORENO, ANA",(925) 966-8238,Unavailable,ANTIOCH,CA,94509,CONTRA COSTA,2,14,LICENSED,2021-06-14,,5252025,UNAVAILABLE,"UNAVAILABLE, ANTIOCH",2,DUPLICATE_ADDRESS; ,"MORENO, ANA",2021.0
family_child_care_homes,376629412,"MORENO, CLAUDIA ZULEMA FAMILY CHILD CARE","MORENO, CLAUDIA ZULEMA","MORENO, CLAUDIA ZULEMA",(619) 213-3796,Unavailable,CHULA VISTA,CA,91914,SAN DIEGO,20,14,LICENSED,2022-12-01,,5252025,UNAVAILABLE,"UNAVAILABLE, CHULA VISTA",2,DUPLICATE_ADDRESS; ,"MORENO, CLAUDIA ZULEMA",2022.0
family_child_care_homes,394500533,"MORENO, DULCE","MORENO, DULCE",DULCE MORENO,(928) 488-1097,Unavailable,MANTECA,CA,95337,SAN JOAQUIN,53,14,LICENSED,2022-01-27,,5252025,UNAVAILABLE,"UNAVAILABLE, MANTECA",2,DUPLICATE_ADDRESS; ,"MORENO, DULCE",2022.0
family_child_care_homes,197494941,MORGAN FAMILY CHILD CARE,MARLA MORGAN,MARLA MORGAN,(424) 310-2813,Unavailable,GARDENA,CA,90249,LOS ANGELES,30,14,LICENSED,2022-08-10,,5252025,UNAVAILABLE,"UNAVAILABLE, GARDENA",2,DUPLICATE_ADDRESS; ,MARLA MORGAN,2022.0
family_child_care_homes,493009820,"MORGAN, ALYSSA & MICHELLE FCCH","MORGAN, ALYSSA & MICHELLE","MORGAN, ALYSSA MICHELLE",(831) 320-0858,Unavailable,PETALUMA,CA,94952,SONOMA,1,14,LICENSED,2020-01-17,,5252025,UNAVAILABLE,"UNAVAILABLE, PETALUMA",2,DUPLICATE_ADDRESS; ,"MORGAN, ALYSSA & MICHELLE",2020.0
family_child_care_homes,493009879,"MORGAN, LISA FCCH","MORGAN, LISA","MORGAN, LISA",(707) 861-2188,Unavailable,WINDSOR,CA,95492,SONOMA,1,14,LICENSED,2020-01-03,,5252025,UNAVAILABLE,"UNAVAILABLE, WINDSOR",2,DUPLICATE_ADDRESS; ,"MORGAN, LISA",2020.0
family_child_care_homes,434416751,"MORGAN, RICHARD & FLORES, ALEXANDRIA","MORGAN, RICHARD & FLORES, ALEXANDRIA","MORGAN,RICHARD & FLORES,A",(650) 660-8080,Unavailable,SAN JOSE,CA,95130,SANTA CLARA,7,12,LICENSED,2021-11-22,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",2,DUPLICATE_ADDRESS; ,"MORGAN, RICHARD & FLORES, ALEXANDRIA",2021.0
family_child_care_homes,153911592,"MORRIS-MOSSMAN, CANDICE FAMILY CHILD CARE","MORRIS-MOSSMAN, CANDICE","MORRIS-MOSSMAN, CANDICE",(661) 487-6623,Unavailable,BAKERSFIELD,CA,93313,KERN,57,14,LICENSED,2021-08-30,,5252025,UNAVAILABLE,"UNAVAILABLE, BAKERSFIELD",2,DUPLICATE_ADDRESS; ,"MORRIS-MOSSMAN, CANDICE",2021.0
family_child_care_homes,336300261,MORRIS FAMILY CHILD CARE,"MORRIS,VINCENTIA","MORRIS,VINCENTIA",(619) 616-0813,Unavailable,ROMOLAND,CA,92585,RIVERSIDE,10,14,LICENSED,2021-01-20,,5252025,UNAVAILABLE,"UNAVAILABLE, ROMOLAND",2,DUPLICATE_ADDRESS; ,"MORRIS,VINCENTIA",2021.0
family_child_care_homes,304314103,"MORRIS, MARIA","MORRIS, MARIA","MORRIS, MARIA",(310) 303-9617,Unavailable,FULLERTON,CA,92832,ORANGE,6,14,LICENSED,2022-10-26,,5252025,UNAVAILABLE,"UNAVAILABLE, FULLERTON",2,DUPLICATE_ADDRESS; ,"MORRIS, MARIA",2022.0
family_child_care_homes,334846088,MOSLEY FAMILY CHILD CARE,"MOSLEY, SARAH","MOSLEY, SARAH",(760) 641-8818,Unavailable,CATHEDRAL CITY,CA,92234,RIVERSIDE,9,14,LICENSED,2021-07-30,,5252025,UNAVAILABLE,"UNAVAILABLE, CATHEDRAL CITY",2,DUPLICATE_ADDRESS; ,"MOSLEY, SARAH",2021.0
family_child_care_homes,198020589,MOTTA FAMILY CHILD CARE,"MOTTA, OLIVIA AND JENNIFER","MOTTA, OLIVIA AND JENNIFER",(562) 447-7944,Unavailable,WHITTIER,CA,90606,LOS ANGELES,33,14,LICENSED,2020-11-12,,5252025,UNAVAILABLE,"UNAVAILABLE, WHITTIER",2,DUPLICATE_ADDRESS; ,"MOTTA, OLIVIA AND JENNIFER",2020.0
family_child_care_homes,15700233,"MOULAS, MARIETTA",MARIETTA MOULAS,"MOULAS, MARIETTA",(415) 741-9226,Unavailable,HAYWARD,CA,94544,ALAMEDA,52,14,LICENSED,2022-09-07,,5252025,UNAVAILABLE,"UNAVAILABLE, HAYWARD",2,DUPLICATE_ADDRESS; ,MARIETTA MOULAS,2022.0
family_child_care_homes,343624714,"MOVSISYAN, HASMIK","MOVSISYAN, HASMIK","MOVSISYAN, HASMIK",(916) 600-0080,Unavailable,RANCHO CORDOVA,CA,95742,SACRAMENTO,3,14,LICENSED,2022-12-13,,5252025,UNAVAILABLE,"UNAVAILABLE, RANCHO CORDOVA",2,DUPLICATE_ADDRESS; ,"MOVSISYAN, HASMIK",2022.0
family_child_care_homes,434415925,"MUMZHU, TATYANA","MUMZHU, TATYANA",TATYANA MUMZHU,(408) 839-1465,Unavailable,SAN JOSE,CA,95124,SANTA CLARA,7,14,LICENSED,2020-05-06,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN JOSE",2,DUPLICATE_ADDRESS; ,"MUMZHU, TATYANA",2020.0
family_child_care_homes,198400239,MUNDY FAMILY CHILD CARE,ISABEL MUNDY,ISABEL MUNDY,(213) 327-8178,Unavailable,LOS ANGELES,CA,90018,LOS ANGELES,54,14,LICENSED,2020-04-20,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",2,DUPLICATE_ADDRESS; ,ISABEL MUNDY,2020.0
family_child_care_homes,325407984,"MUNGER,JULIANNA AND THOMAS FAMILY CHILD CARE HOME","MUNGER, JULIANNA & THOMAS","MUNGER, JULIANNA & THOMAS",(530) 310-1058,Unavailable,QUINCY,CA,95971,PLUMAS,13,14,LICENSED,2021-10-01,,5252025,UNAVAILABLE,"UNAVAILABLE, QUINCY",2,DUPLICATE_ADDRESS; ,"MUNGER, JULIANNA & THOMAS",2021.0
family_child_care_homes,163911228,"MUNIZ CERECEDA, ROCIO FAMILY CHILD CARE","MUNIZ CERECEDA, ROCIO","MUNIZ CERECEDA, ROCIO",(805) 720-2845,Unavailable,HANFORD,CA,93230,KINGS,57,14,LICENSED,2020-05-13,,5252025,UNAVAILABLE,"UNAVAILABLE, HANFORD",2,DUPLICATE_ADDRESS; ,"MUNIZ CERECEDA, ROCIO",2020.0
family_child_care_homes,197495203,MUNOZ FAMILY CHILD CARE,ALYSSA MUNOZ,ALYSSA MUNOZ,(310) 760-6457,Unavailable,HAWTHORNE,CA,90250,LOS ANGELES,30,14,LICENSED,2022-10-18,,5252025,UNAVAILABLE,"UNAVAILABLE, HAWTHORNE",2,DUPLICATE_ADDRESS; ,ALYSSA MUNOZ,2022.0
family_child_care_homes,198400175,MUNOZ FAMILY CHILD CARE,ELIZABETH MUNOZ,ELIZABETH MUNOZ,(562) 965-8533,Unavailable,BELLFLOWER,CA,90706,LOS ANGELES,54,14,LICENSED,2020-05-05,,5252025,UNAVAILABLE,"UNAVAILABLE, BELLFLOWER",2,DUPLICATE_ADDRESS; ,ELIZABETH MUNOZ,2020.0
family_child_care_homes,198400516,MUNOZ GONZALEZ FAMILY CHILD CARE,MARTHA B. MUNOZ GONZALEZ,"MUNOZ GONZALEZ, MARTHA",(323) 407-5465,Unavailable,LOS ANGELES,CA,90018,LOS ANGELES,54,14,LICENSED,2022-02-16,,5252025,UNAVAILABLE,"UNAVAILABLE, LOS ANGELES",2,DUPLICATE_ADDRESS; ,MARTHA B. MUNOZ GONZALEZ,2022.0
family_child_care_homes,153911152,"MUNOZ LOPEZ, DULCE FAMILY CHILD CARE","MUNOZ LOPEZ, DULCE","MUNOZ LOPEZ, DULCE",(661) 636-7604,Unavailable,BAKERSFIELD,CA,93307,KERN,57,14,LICENSED,2020-04-06,,5252025,UNAVAILABLE,"UNAVAILABLE, BAKERSFIELD",2,DUPLICATE_ADDRESS; ,"MUNOZ LOPEZ, DULCE",2020.0
family_child_care_homes,153911693,"MUNOZ, ANASTACIA FAMILY CHILD CARE","MUNOZ, ANASTACIA","MUNOZ, ANASTACIA",(661) 292-9855,Unavailable,SHAFTER,CA,93263,KERN,57,14,LICENSED,2022-06-15,,5252025,UNAVAILABLE,"UNAVAILABLE, SHAFTER",2,DUPLICATE_ADDRESS; ,"MUNOZ, ANASTACIA",2022.0
family_child_care_homes,313623618,"MUNOZ, GISELA & SANDRO","MUNOZ, GISELA & SANDRO","MUNOZ, GISELA & SANDRO",(916) 223-2415,Unavailable,ROSVILLE,CA,95747,PLACER,3,14,LICENSED,2020-10-15,,5252025,UNAVAILABLE,"UNAVAILABLE, ROSVILLE",2,DUPLICATE_ADDRESS; ,"MUNOZ, GISELA & SANDRO",2020.0
family_child_care_homes,343623618,"MUNOZ, GISELA & SANDRO","MUNOZ, GISELA & SANDRO","MUNOZ, GISELA & SANDRO",(916) 223-2415,Unavailable,ROSVILLE,CA,95747,SACRAMENTO,3,14,LICENSED,2020-10-15,,5252025,UNAVAILABLE,"UNAVAILABLE, ROSVILLE",2,DUPLICATE_ADDRESS; ,"MUNOZ, GISELA & SANDRO",2020.0
family_child_care_homes,214005532,"MUNOZ, MARCIA F.","MUNOZ, MARCIA F.","MUNOZ, MARCIA F.",(415) 879-2587,Unavailable,SAN RAFAEL,CA,94903,MARIN,5,14,LICENSED,2020-12-03,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN RAFAEL",2,DUPLICATE_ADDRESS; ,"MUNOZ, MARCIA F.",2020.0
family_child_care_homes,198020711,MURADYAN FAMILY CHILD CARE,R,LAURA MURADYAN,(818) 456-7779,Unavailable,GLENDALE,CA,91207,LOS ANGELES,33,14,LICENSED,2021-03-01,,5252025,UNAVAILABLE,"UNAVAILABLE, GLENDALE",3,DUPLICATE_ADDRESS; HIGH_VOLUME_LICENSEE; ,R,2021.0
family_child_care_homes,197495119,MURADYAN FAMILY CHILD CARE,LIDA MURADYAN,LIDA MURADYAN,(818) 800-6692,Unavailable,GRANADA HILLS,CA,91344,LOS ANGELES,58,14,LICENSED,2022-10-12,,5252025,UNAVAILABLE,"UNAVAILABLE, GRANADA HILLS",2,DUPLICATE_ADDRESS; ,LIDA MURADYAN,2022.0
family_child_care_homes,406216076,MURGUIA FAMILY CHILD CARE,JOSE MURGUIA,JOSE MURGUIA,(805) 714-3300,Unavailable,NIPOMO,CA,93444,SAN LUIS OBISPO,17,14,LICENSED,2021-03-30,,5252025,UNAVAILABLE,"UNAVAILABLE, NIPOMO",2,DUPLICATE_ADDRESS; ,JOSE MURGUIA,2021.0
family_child_care_homes,136610580,"MURILLO, ODETTE FAMILY CHILD CARE",ODETTE MURILLO,ODETTE MURILLO,(442) 275-7514,Unavailable,CALEXICO,CA,92231,IMPERIAL,20,14,LICENSED,2022-06-20,,5252025,UNAVAILABLE,"UNAVAILABLE, CALEXICO",2,DUPLICATE_ADDRESS; ,ODETTE MURILLO,2022.0
family_child_care_homes,475408183,"MURPHY, HOLLI FAMILY CHILD CARE HOME","MURPHY, HOLLI","MURPHY, HOLLI",(530) 605-8577,Unavailable,ETNA,CA,96027,SISKIYOU,13,14,LICENSED,2022-10-25,,5252025,UNAVAILABLE,"UNAVAILABLE, ETNA",2,DUPLICATE_ADDRESS; ,"MURPHY, HOLLI",2022.0
family_child_care_homes,15700165,"MURRAY, NIKKI","MURRAY, NIKKI","MURRAY, NIKKI",(724) 420-7863,Unavailable,FREMONT,CA,94536,ALAMEDA,52,14,LICENSED,2020-08-28,,5252025,UNAVAILABLE,"UNAVAILABLE, FREMONT",2,DUPLICATE_ADDRESS; ,"MURRAY, NIKKI",2020.0
family_child_care_homes,434416238,"MURZIANKOVA, KATSIARYNA & CAMACHO, JAIME","MURZIANKOVA, KATSIARYNA & CAMACHO, JAIME",KATSIARYNA & JAIME,(408) 542-9331,Unavailable,SUNNYVALE,CA,94087,SANTA CLARA,7,14,LICENSED,2020-01-29,,5252025,UNAVAILABLE,"UNAVAILABLE, SUNNYVALE",2,DUPLICATE_ADDRESS; ,"MURZIANKOVA, KATSIARYNA & CAMACHO, JAIME",2020.0
family_child_care_homes,198020824,MUSHEGHYAN FAMILY CHILD CARE,ARTYOM MUSHEGHYAN,"MUSHEGHYAN, ARTYOM",(918) 999-0990,Unavailable,GLENDALE,CA,91204,LOS ANGELES,33,14,LICENSED,2021-09-29,,5252025,UNAVAILABLE,"UNAVAILABLE, GLENDALE",2,DUPLICATE_ADDRESS; ,ARTYOM MUSHEGHYAN,2021.0
family_child_care_homes,376100406,"MUSSE, YASMIN FAMILY CHILD CARE","MUSSE, YASMIN",YASMIN MUSSE,(619) 717-7536,Unavailable,SAN DIEGO,CA,92119,SAN DIEGO,51,14,LICENSED,2020-05-26,4/5/2024,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"MUSSE, YASMIN",2020.0
family_child_care_homes,376100944,"MUSSE, ZAHRA FAMILY CHILD CARE","MUSSE, ZAHRA",ZAHRA MUSSE,(206) 372-8690,Unavailable,SAN DIEGO,CA,92119,SAN DIEGO,51,14,LICENSED,2022-03-18,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"MUSSE, ZAHRA",2022.0
family_child_care_homes,344500204,"MUSTAFA, HUMA","MUSTAFA, HUMA","AHMED, SHABANA",(916) 598-8163,Unavailable,ELK GROVE,CA,95624,SACRAMENTO,53,14,LICENSED,2020-03-19,,5252025,UNAVAILABLE,"UNAVAILABLE, ELK GROVE",2,DUPLICATE_ADDRESS; ,"MUSTAFA, HUMA",2020.0
family_child_care_homes,313624047,"MYKITIN, RHIANNON","MYKITIN, RHIANNON",RHIANNON MYKITIN,(916) 886-0297,Unavailable,ROSEVILLE,CA,95661,PLACER,3,14,LICENSED,2021-09-22,,5252025,UNAVAILABLE,"UNAVAILABLE, ROSEVILLE",2,DUPLICATE_ADDRESS; ,"MYKITIN, RHIANNON",2021.0
family_child_care_homes,343623672,"NABI ZADEH, SOUSAN & AKHAVAN, ROKAI",SOUSAN NABI ZADEH,"NABI ZADEH, S & AKHAVAN, R",(916) 559-0362,Unavailable,SACRAMENTO,CA,95821,SACRAMENTO,3,14,LICENSED,2020-08-18,,5252025,UNAVAILABLE,"UNAVAILABLE, SACRAMENTO",2,DUPLICATE_ADDRESS; ,SOUSAN NABI ZADEH,2020.0
family_child_care_homes,376101124,"NAFEZ, NADIA FAMILY CHILD CARE","NAFEZ, NADIA",NADIA NAFEZ,(858) 829-1322,Unavailable,SAN MARCOS,CA,92069,SAN DIEGO,51,14,LICENSED,2022-06-15,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN MARCOS",2,DUPLICATE_ADDRESS; ,"NAFEZ, NADIA",2022.0
family_child_care_homes,376100647,"NAGHIYE, KHADRO FAMILY CHILD CARE","NAGHIYE, KHADRO",KHADRO NAGHIYE,(619) 261-4688,Unavailable,SAN DIEGO,CA,92115,SAN DIEGO,51,14,LICENSED,2021-04-22,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"NAGHIYE, KHADRO",2021.0
family_child_care_homes,376628578,"NAGHIYE, RAMLA & AHMED, FARDOWSA FAMILY CHILD CARE","NAGHIYE, RAMLA & AHMED, FARDOWSA",R. NAGHIYE/F. AHMED,(619) 648-9797,Unavailable,SAN DIEGO,CA,92105,SAN DIEGO,20,14,LICENSED,2020-04-14,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN DIEGO",2,DUPLICATE_ADDRESS; ,"NAGHIYE, RAMLA & AHMED, FARDOWSA",2020.0
family_child_care_homes,434416768,"NAKAMURA, MEGUMI","NAKAMURA, MEGUMI","MEGUMI, NAKAMURA",(858) 610-2780,Unavailable,CAMPBELL,CA,95008,SANTA CLARA,7,14,LICENSED,2022-05-02,,5252025,UNAVAILABLE,"UNAVAILABLE, CAMPBELL",2,DUPLICATE_ADDRESS; ,"NAKAMURA, MEGUMI",2022.0
family_child_care_homes,384004467,"NAMBA, MIHO","NAMBA, MIHO","NAMBA, MIHO",(415) 623-4570,Unavailable,SAN FRANCISCO,CA,94114,SAN FRANCISCO,5,12,LICENSED,2021-08-19,,5252025,UNAVAILABLE,"UNAVAILABLE, SAN FRANCISCO",2,DUPLICATE_ADDRESS; ,"NAMBA, MIHO",2021.0
family_child_care_homes,304313733,"NAM, YOUNG SOON","NAM, YOUND SOON","NAM, YOUNG SOON",(714) 408-6375,Unavailable,IRVINE,CA,92604,ORANGE,6,14,LICENSED,2020-01-28,,5252025,UNAVAILABLE,"UNAVAILABLE, IRVINE",2,DUPLICATE_ADDRESS; ,"NAM, YOUND SOON",2020.0
